formulary_name,med_name_generic,med_action_dose_unit
phytonadione  (Vit K) 10 mg/mL inj,phytonadione,Not Recorded
piperacillin-tazobactam 4.5 gm / 100 mL IVPB (EUH),piperacillin-tazobactam,Not Recorded
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride,Not Recorded
potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride in NS,Not Recorded
potassium chloride 10 mEq/5 mL (2mEq/mL) inj,potassium chloride,Not Recorded
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride,Not Recorded
potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride/NS,Not Recorded
potassium chloride 40 mEq/500 mL NS Premix,potassium chloride,Not Recorded
rasburicase 1.5 mg inj,rasburicase,Not Recorded
ravulizumab-cwvz 300 mg/30mL inj,ravulizumab,Not Recorded
remdesivir 100 mg / 20 mL inj,remdesivir,Not Recorded
remdesivir 100 mg/250 mL IVPB,remdesivir,Not Recorded
riTUXimab (Rituxan) 100 mg inj,riTUXimab,Not Recorded
riTUXimab (Rituxan) 100 mg inj,riTUXimab (Rituxan),Not Recorded
riTUXimab (Rituxan) 500 mg inj,riTUXimab,Not Recorded
riTUXimab (Rituxan) 500 mg inj,riTUXimab (Rituxan),Not Recorded
riTUXimab 100 mg inj,RiTUXimab,Not Recorded
riTUXimab 100 mg inj,riTUXimab,Not Recorded
riTUXimab 500 mg inj,riTUXimab,Not Recorded
riTUXimab 500 mg inj,rituximab,Not Recorded
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs,Not Recorded
riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs (Truxima),Not Recorded
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs,Not Recorded
riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs (Truxima),Not Recorded
sildenafil 10 mg / 12.5 mL inj. neonate syringe,sildenafil,Not Recorded
sodium bicarbonate 2.5 mEq / 5 mL vial,sodium bicarbonate,Not Recorded
sodium chloride 0.9% injection 20mL,sodium chloride 0.9%,Not Recorded
sotrovimab 500 mg/8 mL inj,sotrovimab,Not Recorded
"syringe, IV","syringe, IV",Not Recorded
tagraxofusp-erzs 1000 mcg inj,tagraxofusp,Not Recorded
tedizolid 200 mg inj,tedizolid,Not Recorded
ticagrelor 60 mg tab,ticagrelor,Not Recorded
tirofiban 12.5 mg/250 mL NS Drip CATH LAB,tirofiban in ns,Not Recorded
tirofiban 250 mcg/mL 15 mL inj CATH LAB,tirofiban,Not Recorded
tirofiban 5mg/100ml Vial CATH LAB ONLY,tirofiban,Not Recorded
tranexamic acid 500mg/5mL TOPICAL solution,tranexamic acid,Not Recorded
trastuzumab dkst 150 mg inj,trastuzumab-dkst (Ogivri),Not Recorded
trastuzumab-dkst 420 mg inj,trastuzumab-dkst (Ogivri),Not Recorded
treprostinil diluent 50ml vial,treprostinil diluent,Not Recorded
vancomycin 125 mg/2.5 mL Oral soln.,vancomycin,Not Recorded
vancomycin 750 mg/250 mL NS IVPB,vancomycin,Not Recorded
vancomycin 750 mg/250 mL NS IVPB,vancomycin/ns,Not Recorded
vasopressin 1 unit/0.05 mL neonate ADD,vasopressin,Not Recorded
von Willebrand factor recombinant 900-1700 units,von Willebrand factor,Not Recorded
zzzD5W 250mL (Polyolefin) for chemo,d5w (polyolefin),Not Recorded
zzzD5W 50 mL IV bag for chemo,d5w,Not Recorded
zzzD5W 500 mL (Polyolefin) for chemo,d5w (polyolefin) for chemo,Not Recorded
zzzD5W 500 mL (Polyolefin) for chemo,zzzd5w (polyolefin) for chemo,Not Recorded
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,HYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded
zzzHYDROmorphone PCA/NCA 1 mg/mL /NS syr,zzzHYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded
zzzMethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,Not Recorded
zzzNS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded
zzzNS 1000 mL IV bag for chemo,ns,Not Recorded
zzzNS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded
zzzNS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded
zzzNS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded
zzzPRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Not Recorded
zzzQuinidine Gluc 80 mg/mL 10mL inj,quiNIDine,Not Recorded
zzzcisatracurium 2 mg/mL 5 mL inj,cisatracurium,Not Recorded
zzzondansetron 4 mg/2 mL inj..,ondansetron,Not Recorded
zzzondansetron 4 mg/2 mL inj..,zzzondansetron,Not Recorded
zzzondansetron 4 mg/2 mL inj..,zzzondansetron..,Not Recorded
