formulary_name,med_name_generic,med_action_dose_unit
Furosemide 20 mg tab,fUROSEMide,Not Recorded
Furosemide 20 mg/2 mL inj,fUROSEMide,Not Recorded
Furosemide 2mg/mL/NS neonate syringe,furosemide in NS syringe,Not Recorded
Furosemide 40 mg/4 mL inj,fUROSEMide,Not Recorded
Furosemide 40 mg/5 mL liq,fUROSEMide,Not Recorded
Furosemide 80 mg tablet,fUROSEMide,Not Recorded
Gabapentin 100 mg cap,gabapentin,Not Recorded
Gabapentin 300 mg cap,gabapentin,Not Recorded
Gabapentin 300 mg/6 mL liq (60 mL),gabapentin,Not Recorded
Gabapentin 400 mg cap,gabapentin,Not Recorded
Ganciclovir 500 mg inj,ganciclovir sodium,Not Recorded
Ganciclovir 5mg/mL/NS neonate syringe,ganciclovir in NS syringe,Not Recorded
Gemcitabine 200 mg inj,gemcitabine,Not Recorded
Gemcitabine 38 mg/mL inj,gemcitabine,Not Recorded
Gentamcin 120 mg/100mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 100 mg/100 mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 100 mg/50 mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 2mg/mL/NS neonate syringe,gentamicin in NS syringe,Not Recorded
Gentamicin 4mg/mL/NS neonate syringe,gentamicin in NS syringe,Not Recorded
Gentamicin 60 mg/50 mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 80 mg/100mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 80 mg/2 mL inj,gentamicin,Not Recorded
Gentamicin 80 mg/50 mL NS premix,gentamicin in ns,Not Recorded
Gentamicin 800 mg/20 mL inj,gentamicin,Not Recorded
Gentamicin 8mg Intrathecal syringe,gentamicin intrathecal syringe,Not Recorded
Glucagon 1 mg w/diluent inj,glucagon,Not Recorded
Glucose 25% 10mL inj,glucose,Not Recorded
Glycopyrolate Inj for PO (Peds),glycopyrolate,Not Recorded
Glycopyrrolate 0.2 mg/1 mL 5mL OR syringe,glycopyrrolate,Not Recorded
Glycopyrrolate 0.2 mg/1 mL inj,glycopyrrolate,Not Recorded
Glycopyrrolate 0.2 mg/mL 20 mL inj,glycopyrrolate,Not Recorded
Glycopyrrolate 0.2 mg/mL 5mL inj,glycopyrrolate,Not Recorded
Glycopyrrolate 0.2 mg/mL syringe,glycopyrrolate,Not Recorded
Glycopyrrolate 1 mg tab,glycopyrrolate,Not Recorded
Glycopyrrolate 10 mcg/mL neonate syringe,glycopyrrolate,Not Recorded
Glycopyrrolate 200mcg/mL oral neonate,glycopyrrolate,Not Recorded
Granisetron 1 mg/1 mL inj,granisetron,Not Recorded
HYDROmorphone 0.5 mg/ 0.5mL,HYDROmorphone,Not Recorded
HYDROmorphone 0.5 mg/1ml,HYDROmorphone,Not Recorded
HYDROmorphone 10mg/mL 50 mL inj for PCA,HYDROmorphone,Not Recorded
HYDROmorphone 2 mg/mL INJ,HYDROmorphone,Not Recorded
HYDROmorphone 4 mg/mL inj,HYDROmorphone,Not Recorded
HYDROmorphone PCA/NCA 1 mg/mL /NS syr,HYDROmorphone PCA/NCA 1 mg/ml NS syr,Not Recorded
HYDROmorphone PF 10 mg/mL inj,HYDROmorphone PF,Not Recorded
HYDROmorphone PF 10 mg/mL inj ADD,HYDROmorphone,Milligram/Hour
Haloperidol 0.5 mg tab,haloperidol,Not Recorded
Haloperidol 5 mg/1 mL inj,haloperidol,Not Recorded
Haloperidol decanoate 50 mg/ 1 mL inj,haloperidol,Not Recorded
"HePARIN (1000unit/mL)10,000 units/10 mL inj",hePARIN,Not Recorded
"HePARIN 1,000 units/500 mL NS bag",hePARIN/ns,Not Recorded
"HePARIN 1,000 units/mL 30 mL inj",hePARIN,Not Recorded
"HePARIN 10,000 units/1 mL inj",hePARIN,Not Recorded
HePARIN 100 units /1 mL Flush PF,hePARIN flush pf,Not Recorded
HePARIN 100 units/mL 10mL syr.,hePARIN flush,Not Recorded
HePARIN 1000 units/1 mL inj,hePARIN,Not Recorded
HePARIN 10000 units/1mL injection,hePARIN,Not Recorded
"HePARIN 2,000 units/1,000 mL NS bag",hePARIN/ns,Not Recorded
"HePARIN 30,000 unit(s)/NS 1000mL (EUOSH)",hePARIN in NS,Not Recorded
"HePARIN 40,000 units/4 mL inj",hePARIN,Not Recorded
"HePARIN 5,000 unit inj",hePARIN,Not Recorded
"HePARIN 5,000 units/ mL 10 mL inj",hePARIN,Not Recorded
HePARIN 500 unit/5 mL Flush inj,hePARIN sodium-sodium chloride,Not Recorded
HePARIN Beef 10000 units/10mL inj,hePARIN beef,Not Recorded
HePARIN Flush 100 Units/ mL 3 mL,hePARIN,Not Recorded
HePARIN Flush neonate 1unit/mL in 1/2NS (Art-line),hePARIN flush in 1/2 NS neonate,Not Recorded
HePARIN IR 1000 unit/mL/4 mL ADD,heparin,Not Recorded
Hemin 313 mg inj,hemin,Not Recorded
Heparin 2000 unit/2mL inj,heparin,Not Recorded
Heparin 4units/mL 1000mL (Neuro-Intervent Radiology),heparin in ns,Not Recorded
Hepatitis B Immune Glob 5 mL inj (Hepagam B),hepatitis b im.glob,Not Recorded
Hepatitis B immune globulin 1mL inj,hepatitis B immune globulin,Not Recorded
Hetastarch 6%/ LR 500 mL bag,hetastarch 6% / lr,Hour
Hetastarch 6%/ NaCl 0.9% 500 mL bag,hetastarch 6% / ns,Not Recorded
Hexaminolevulinate 100mg kit inj,hexaminolevulinate,Not Recorded
Hyaluronidase 15 units/mL/NS neonate syringe,hyaluronidase in NS syringe,Not Recorded
Hyaluronidase 150 units/mL inj,hyaluronidase,Not Recorded
HydrALAZINE 10 mg tab,hydrALAZINE,Not Recorded
HydrALAZINE 1mg/mL/NS neonate syringe,hydrALAZINE in NS syringe,Not Recorded
HydrALAZINE 20 mg/1 mL inj,hydrALAZINE,Not Recorded
HydrALAZINE 25 mg tab,hydrALAZINE,Not Recorded
HydrALAZINE 4 mg/mL Ped oral syringe,hydrALAZINE ped liq,Not Recorded
HydrALAZINE 50 mg tab,hydrALAZINE,Not Recorded
HydrOXYzine HCL 10 mg tab,hydrOXYzine,Not Recorded
HydrOXYzine HCl 25 mg/mL inj,hydrOXYzine,Not Recorded
Hydrocortisone  250 mg inj,hydrocortisone,Not Recorded
Hydrocortisone  250 mg inj,hydrocortisone ss,Not Recorded
Hydrocortisone 10 mg tab,hydrocortisone,Not Recorded
Hydrocortisone 100 mg/2 mL for study,hydrocortisone/PBO,Not Recorded
Hydrocortisone 100 mg/2 mL inj,hydrocortisone,Not Recorded
Hydrocortisone 100mg/60mL enema,hydrocortisone,Not Recorded
Hydrocortisone 5 mg tab,hydrocortisone,Not Recorded
Hydrocortisone 500 mg inj,hydrocortisone,Not Recorded
Hydrocortisone PF 100mg/2mL inj,hydrocortisone,Not Recorded
Hydrocortisone pf 1mg/mL/NS neonate syringe,hydrocortisone in NS syringe,Not Recorded
Hydrocortisone pf 2mg/mL/NS neonate subq syr.,hydrocortisone in NS syringe,Not Recorded
Hydrocortisone pf 2mg/mL/NS neonate syringe,hydrocortisone in NS syringe,Not Recorded
Hydromorphone 0.4mg/mL+Ketamine 1mg/mL PCA (ortho OR),hydromorphone  0.4mg+ ketamine 1mg pca,Not Recorded
Hydromorphone 1 mg/mL inj,hydromorphone,Not Recorded
Hydromorphone 10 mg/mL 5 mL inj,hydromorphone,Milligram/Hour
Hydromorphone 10 mg/mL 5 mL inj,hydromorphone-HP,Not Recorded
Hydromorphone 2 mg tab,hydromorphone,Not Recorded
Hydromorphone 2 mg/1 mL inj,hydromorphone,Not Recorded
Hydromorphone 2 mg/mL inj.,hydromorphone,Not Recorded
Hydromorphone 4 mg tab,hydromorphone,Not Recorded
Hydromorphone 40 mg/20 mL inj,hydromorphone,Not Recorded
Hydromorphone PCA 0.2mg/ml Syr.,hydromorphone PCA 0.2mg Syr.,Not Recorded
Hydromorphone PCA 0.2mg/ml syringe,hydromorphone PCA 0.2mg/ml/ NS syr,Not Recorded
Hydromorphone PCA/NCA 0.2mg/ml syringe,hydromorphone PCA 0.2mg/ml in NS syr.,Not Recorded
Hydromorphone PCA/NCA 0.2mg/ml syringe,hydromorphone PCA 0.2mg/ml/ NS syr,Not Recorded
Hydromorphone PCA/NCA 0.2mg/ml syringe,hydromorphone PCA 0.2mg/ml/ NS syr.,Not Recorded
Hydromorphone PCA/NCA 0.2mg/ml syringe,hydromorphone PCA/NCA 0.2mg/ml/ NS syr,Not Recorded
Hydromorphone PCA/NCA 1mg/1 mL High Dose Syr.,hydromorphone PCA in NS syringe,Not Recorded
Hydromorphone PCA/NCA 1mg/1 mL High Dose Syr.,hydromorphone PCA/NCA in NS syringe,Not Recorded
Hydromorphone-PF 2 mg/1 mL,hydromorphone-pf,Not Recorded
Hydroxocobalamin 5 gm Kit,hydroxocobalamin,Not Recorded
"Hydroxyethyl Starch 6%/ NaCl 0.9% 500 mL bag
",hydroxyethyl starch,Not Recorded
Hyperalimentation for charging,hyperalimentation,Not Recorded
Hypertonic NACL 16.4% 50mL (NaCl/NaAcetate),hypertonic saline 16.4%,Not Recorded
Hypertonic NACL 3% 500 mL IV bag,nacl 3%,Not Recorded
Hypertonic NaCl 23.4% 120meq IVPB for Neuro (30mL),"na chloride 23.4% in Bag, sterile",Not Recorded
Hypertonic NaCl 23.4% 240meq IVPB for Neuro,"na chloride 23.4% in Bag, sterile",Not Recorded
Hypertonic Saline 7.5% 100mL (NaCl/NaAcetate),hypertonic saline 7.5%,Not Recorded
IDArubicin 10 mg Inj,IDArubicin hcl,Not Recorded
IDArubicin 5 mg inj,IDArubicin,Not Recorded
IRINOtecan 20 mg/mL inj,IRINOtecan,Not Recorded
IV Stabilizer Solution inj,IV stabilizer solution,Not Recorded
Ibutilide 1 mg/10 mL inj,ibutilide,Not Recorded
Idarucizumab 2.5gm/50ml inj,idarucizumab,Not Recorded
Ifosfamide 1gm inj,ifosfamide,Not Recorded
Ifosfamide 3 gm,ifosfamide,Not Recorded
Imipenem-Cilastatin  500 mg inj,imipenem-cilastatin,Not Recorded
Immune Glob 6gm (Carimune) sucr.contng.,immune globulin human (sucrose contng.),Not Recorded
Immune Glob. Lymphocyte (Atgam),"lymphocyte, immune globulin",Not Recorded
Immune Glob.12gm (Carimune) sucrose contng.,immune glob. (hum) sucrose contng.,Not Recorded
Immune Globulin 10gm/100mL (Privigen),immune globulin intraven. SF,Not Recorded
Immune Globulin 10gm/100mL (Privigen),immune globulin intravenous SF,Not Recorded
Immune Globulin 20gm/200mL (Gammagard),immune globulin (hum) sf,Not Recorded
Immune Globulin sf 10gm/100mL (Gammagard),immune globulin human SF,Not Recorded
Immune Globulin sf 30gm/300mL (Gammagard),immune globulin human SF,Not Recorded
Immune Globuln 20gm/200mL SF (Privigen),immune globulin intravenous,Not Recorded
Immune globulin 1gm neonate syringe.,immune globulin human SF syringe,Not Recorded
Immune globulin 5 gm inj (Gammagard),immune globulin human SF,Not Recorded
Immune globulin 5 gm inj (Privigen) 10%,immune globulin human SF,Not Recorded
InFLIXimab (Remicade) 100 mg inj,inFLIXimab,Not Recorded
InFLIXimab (Remicade) 100 mg inj,inFLIXimab (Remicade),Not Recorded
Indigo 0.8% 5 mL inj,indigo carmine 0.8%,Not Recorded
Indomethacin 1 mg ped inj,indomethacin,Not Recorded
Insulin Bolus Neonate 0.1 unit(s)/mL/NS syringe,insulin regular in NS syringe,Not Recorded
Insulin Bolus Neonate 1 unit(s)/mL/NS syringe,insulin regular in NS syringe,Not Recorded
Insulin Detemir 100 units/mL inj for pregnancy,insulin detemir,Not Recorded
Insulin Glargine (Human),"insulin, glargine",Not Recorded
Insulin Glargine 100 units/mL inj,insulin glargine,Not Recorded
Insulin Isophane Human recomb. 100 units/mL inj,insulin isophane (NPH),Not Recorded
Insulin NPH (Human),"insulin, nph human",Not Recorded
Insulin Reg Hum.,insulin regular,Not Recorded
Insulin Reg Hum. (WW),insulin reg human,Not Recorded
Insulin Reg Hum.-BG-formula,insulin reg human,Not Recorded
Insulin Regular Human recomb. 100 units/mL inj,insulin regular,U/Hr
Insulin aspart  (NovoLOG),insulin aspart,Not Recorded
Insulin aspart (NovoLOG).,insulin aspart,Not Recorded
Insulin regular COMPOUNDING USE,insulin reg human,Not Recorded
Insulin regular COMPOUNDING USE,insulin regular CMPD,Not Recorded
Insulin regular COMPOUNDING USE,insulin regular COMPOUNDING,Not Recorded
Insulin/PBO for Shine Study,insulin/PBO-P# Shine study,U/Hr
Invest NS 500mL bag for study,invest NS bag,Not Recorded
Invest ganciclovir 500 mg for study,ganciclovir p#val038,Not Recorded
Iodixanol 270 mg 100 mL btl,iodixanol,Not Recorded
Iodixanol 320 mg/ mL 50 mL,iodixanol,Not Recorded
Iohexol 180 mg 20mL,iohexol,Not Recorded
Iohexol 300 100 mL btl,iohexol,Not Recorded
Iohexol 300 10mL,iohexol,Not Recorded
Iohexol 300 150 mL,iohexol,Not Recorded
Iohexol 300 50mL inj,iohexol,Not Recorded
Iohexol 350 100 mL,iohexol,Not Recorded
Iohexol 350 150 mL,iohexol,Not Recorded
Iohexol 350 50 mL inj,iohexol,Not Recorded
Iohexol-350 100 mL,iohexol,Not Recorded
Iopamidol 61% (Isovue 300) 50mL inj,iopamidol,Not Recorded
Iopamidol 76% (Isovue 370) 50mL inj,iopamidol,Not Recorded
Ipratropium 0.02% Inh Sol 2.5mL.,ipratropium 0.02%,Not Recorded
Iron Dextran 100 mg/2 mL inj,iron dextran,Not Recorded
Iron Sucrose 100 mg/5mL inj,iron sucrose,Not Recorded
Isavuconazonium 372 mg inj,isavuconazonium,Not Recorded
Isoproterenol 0.2 mg/ 1 mL inj,isoproterenol,Not Recorded
Isoproterenol 1 mg/5 mL inj,isoproterenol,Not Recorded
Isosulfan Blue 1% 5 mL inj,isosulfan blue 1%,Not Recorded
KCl 10mEq/100 mL St. Water  premix,potassium chloride in sterile water,Not Recorded
KCl 2 mEq/ml  20 mL inj.,potassium chloride,Not Recorded
KCl 20 mEq SA tab,potassium chloride tab SA,Not Recorded
KCl 20 mEq packet,potassium chloride,Not Recorded
KCl 20 mEq/15 mL oral liq,potassium chloride,Not Recorded
KCl 20 mEq/50 mL St. Water premix,potassium chloride in sterile water,Not Recorded
KCl 40 mEq/ 100 mL St.Water premix,potassium chloride in sterile water,Not Recorded
KCl 40 mEq/ NS 100 mL,potassium chloride in NS,Not Recorded
KCl 40 mEq/30 mL oral liq,potassium chloride elixir,Not Recorded
KCl 40 mEq/30 mL oral liq,potassium chloride liquid,Not Recorded
Ketamine 200 mg/20mL inj ADD,ketamine,Not Recorded
Ketamine 50 mg/5mL syringe,ketamine,Not Recorded
Ketamine 500 mg/10 mL inj ADD,ketamine,Milligram/Hour
Ketamine 500 mg/10 mL inj CMPD,ketamine,Not Recorded
Ketamine 500 mg/5 mL inj,ketamine,Not Recorded
Ketamine 500 mg/5mL inj ADD,ketamine,Not Recorded
Ketamine HCl 10 mg/ mL inj (WW),ketamine,Not Recorded
Ketamine HCl 200 mg/20 mL inj,ketamine,Milligram/Hour
Ketorolac 15 mg inj,ketorolac,Not Recorded
Ketorolac 30 mg inj,ketorolac,Not Recorded
Ketorolac 60 mg/2 mL inj,ketorolac,Not Recorded
L&D-Mag Sulf 4gm/100mL St.Water premix,magnesium sulfate in sterile water,Not Recorded
L&D-Mag Sulf 6gm/NS 100mL ivpb,magnesium sulfate in ns,Not Recorded
LACOSamide 100 mg tab,LACOSamide,Not Recorded
LACOSamide 100 mg/10 mL liquid UD,LACOSamide,Not Recorded
LACOSamide 200 mg/20 mL inj,LACOSamide,Not Recorded
LACOSamide 50 mg tab,LACOSamide,Not Recorded
LEVOleucovorin 50 mg,levoleucovorin,Not Recorded
LR 1000 mL IV bag,lactated ringers,Not Recorded
LR 250 mL IV bag,lactated ringers,Not Recorded
LR 500 mL IV bag,lactated ringers,Not Recorded
LR 500 mL IV bag for study,lactated ringers,Not Recorded
Labetalol 10 mg/2 mL syringe,labetalol,Not Recorded
Labetalol 100 mg/20 mL inj,labetalol,Not Recorded
Labetalol 100 mg/20 mL inj ADD,labetalol,Milligrams/Minute
Labetalol 20 mg/4 mL inj,labetalol,Not Recorded
Labetalol 20 mg/4 mL syringe,labetalol,Not Recorded
Labetalol 200 mg tab,labetalol,Not Recorded
Labetalol 300 mg tab,labetalol,Not Recorded
Leucovorin 100 mg inj,leucovorin,Not Recorded
Leucovorin 200  mg/10  mL inj,leucovorin,Not Recorded
Leucovorin 350 mg/17.5mL inj,leucovorin,Not Recorded
Leucovorin 5 mg tablet,leucovorin,Not Recorded
Leucovorin 50  mg inj,leucovorin,Not Recorded
LevETIRAcetam 1000 mg/100 mL NACL IVPB,levETIRAcetam in NACL,Not Recorded
LevETIRAcetam 1500 mg/100 mL NACL IVPB,levETIRAcetam in NACL,Not Recorded
LevETIRAcetam 500 mg/100 mL NACL IVPB,levETIRAcetam in NACL,Not Recorded
Levalbuterol 1.25 mg/0.5 mL solu UD,levalbuterol,Not Recorded
LeveTIRACETAM 1000mg tab,leveTIRACETAM,Not Recorded
LeveTIRACETAM 500mg inj.,leveTIRACETAM,Not Recorded
LeveTIRACETAM 500mg/5mL soln.,leveTIRACETAM,Not Recorded
LeveTIRACETAM XR 500mg tablet,levETIRAcetam XR,Not Recorded
LevoFLOXACIN 250 mg tab,levoFLOXACIN,Not Recorded
LevoFLOXACIN 250 mg/50 mL D5W,LevoFLOXACIN in d5w,Not Recorded
LevoFLOXACIN 500 mg tab,levoFLOXACIN,Not Recorded
LevoFLOXACIN 500 mg/100 mL D5W,LevoFLOXACIN in d5w,Not Recorded
LevoFLOXACIN 500mg inj,LevoFLOXACIN,Not Recorded
LevoFLOXACIN 750 mg tab,LevoFLOXACIN,Not Recorded
LevoFLOXACIN 750 mg/D5W 150 mL,LevoFLOXACIN in d5w,Not Recorded
Levocarnitine 1000mg/5mL inj.,levocarnitine,Not Recorded
Levocarnitine 1gm inj  TPN Charging,levocarnitine,Not Recorded
Levofloxacin 500mg/20mL oral soln,levofloxacin,Not Recorded
Levothyroxine 100 mcg tab,levothyroxine,Not Recorded
Levothyroxine 25 mcg tab,levothyroxine,Not Recorded
Levothyroxine 25mcg/mL 100 mL liq BULK,levothyroxine,Not Recorded
Levothyroxine 300 mcg tab,levothyroxine,Not Recorded
Levothyroxine 50 mcg tab,levothyroxine,Not Recorded
Levothyroxine 88 mcg tab,levothyroxine,Not Recorded
Lidocaine 0.5% PF 50 mL MDV inj,lidocaine 0.5%,Not Recorded
Lidocaine 0.5%/Epi inj 50 mL,lidocaine 0.5%/epi,Not Recorded
Lidocaine 1% 10 mL inj,lidocaine 1%,Not Recorded
Lidocaine 1% 20 mL inj.,lidocaine 1%,Not Recorded
Lidocaine 1% 50 mg/5 mL syringe (cardiac),lidocaine 1%,Not Recorded
Lidocaine 1% 5mL inj,lidocaine 1%,Not Recorded
Lidocaine 1% PF 30 mL,lidocaine 1% PF,Not Recorded
Lidocaine 1% PF 5 mL inj,lidocaine 1% PF,Not Recorded
"Lidocaine 1% w/Epi 1:100,000 50mL inj",lidocaine-epinephrine,Not Recorded
"Lidocaine 1% w/Epi 1:100,000 inj 20 mL",lidocaine 1% w/ epi,Not Recorded
"Lidocaine 1% w/Epi 1:200,000 inj 30mL PF inj",lidocaine 1% w/epi,Not Recorded
Lidocaine 1% w/Epi for local anesthesia,lidocaine 1% w/epi,Not Recorded
Lidocaine 1.5% 20mL inj,lidocaine 1.5%,Not Recorded
Lidocaine 1.5% w/epi 30 mL,lidocaine 1.5%/epi,Not Recorded
Lidocaine 100mg/5mL syringe (cardiac),lidocaine,Not Recorded
Lidocaine 2% 10 mL inj,lidocaine 2%,Not Recorded
Lidocaine 2% Epi 1.8mL Cart,lidocaine 2% w/-epi,Not Recorded
Lidocaine 2% Jelly  30 mL,lidocaine 2%,Not Recorded
Lidocaine 2% Nebulized soln,lidocaine 2%,Not Recorded
Lidocaine 2% PF 10 mL inj,lidocaine 2%,Not Recorded
Lidocaine 2% PF 2 mL inj,lidocaine 2%,Not Recorded
Lidocaine 2% PF 5 mL inj,lidocaine 2%,Not Recorded
Lidocaine 2% Visc 100 mL btl,lidocaine 2%,Not Recorded
Lidocaine 2% inj 20mL,lidocaine 2%,Not Recorded
Lidocaine 2% inj. 50mL inj,lidocaine,Not Recorded
Lidocaine 2% topical Gel 5 mL,lidocaine 2%,Not Recorded
Lidocaine 2% topical soln,lidocaine 2%,Not Recorded
Lidocaine 2% viscous liq 20 mL,lidocaine viscous 2%,Not Recorded
"Lidocaine 2% w/Epi 1:100,000 20mL inj",lidocaine 2% w/epi,Not Recorded
Lidocaine 20mg/mL OR syringe,lidocaine 2%,Not Recorded
Lidocaine 4% 5 mL inj,lidocaine 4%,Not Recorded
Lidocaine 4% Nebulized soln,lidocaine 4%,Not Recorded
Lidocaine 4% cream,lidocaine 4% cream,Not Recorded
Lidocaine 4% topical sol 50 mL,lidocaine 4%,Not Recorded
Lidocaine 5% oint 35 gm,lidocaine 5%,Not Recorded
Lidocaine 5%-Gluc 7.5% 2 mL inj,lidocaine 5% glucose 7.5%,Not Recorded
Lidocaine 8mg/ml Drip NEONATE,lidocaine in syringe,Not Recorded
Lidocaine Gel 2% 20mL (Uro-Jet Gel),lidocaine gel 2%,Not Recorded
Lidocaine Viscous 2%  UD,lidocaine viscous 2%,Not Recorded
Lidocaine topical 4% kit,lidocaine topical 4%,Not Recorded
Lidocaine w/ Epi 1.5% 10 mL inj,lidocaiine1.5%w/epi,Not Recorded
"Lidocaine w/Epi 2% 1:200,000 20 mL inj",lidocaine 2% w/ epi,Not Recorded
Linezolid 200 mg/100 mL premix,linezolid premix,Not Recorded
Linezolid 600 mg tab,linezolid,Not Recorded
Linezolid 600 mg/300 mL premix,linezolid premix,Not Recorded
Linezolid 600 mg/300 mL premix.,linezolid premix,Not Recorded
Loratadine 10 mg tab,loratadine,Not Recorded
Lorazepam 0.5 mg tab,lorazepam,Not Recorded
Lorazepam 1 mg tab,lorazepam,Not Recorded
Lorazepam 2 mg/1 mL inj,lorazepam,Not Recorded
Lorazepam 2 mg/mL 10 mL Extemp,lorazepam,Not Recorded
Lorazepam 2 mg/mL 10 mL inj,lorazepam,Milligram/Hour
Lorazepam 2 mg/mL conc. liq. (Palliative Care)BULK,lorazepam,Not Recorded
Lorazepam 4 mg/mL 10 mL inj,LORazepam,Not Recorded
Lorazepam IV Therapy,Lorazepam IV Therapy,Not Recorded
MORPHINE PF 0.5mg/ml in NS 2ml inj syr,morphine,Not Recorded
MVI Pediatric 10mL inj,multivit ped inj,Not Recorded
MVI-12   2X5 mL inj,multiple vitamins,Not Recorded
MVI-12 (2X5mL) inj,multiple vitamins,Not Recorded
Mag Sulf 1gm/100 mL D5W premix,magnesium sulfate in d5w,Not Recorded
Mag Sulf 6gm/NS 100mL ivpb,magnesium sulfate in ns,Not Recorded
Mag Sulfate 20gm/ 500ml Water inj,magnesium sulfate/water,Not Recorded
Mag Sulfate 20mg/mL/NS neonate syringe,magnesium sulf. in NS syringe,Not Recorded
Mag Sulfate 40gm/ 1000ml Water inj,magnesium sulfate/water,Not Recorded
Mag Sulfate 50%  5 gm/10mL inj ***,magnesium sulfate 50%,Not Recorded
Mag Sulfate 50%(4 mEq/mL)2 mL inj,magnesium sulfate 50%,Not Recorded
Magnesium Citrate oral soln Bulk,magnesium citrate,Not Recorded
Magnesium Sulf 2gm/50mL IVPB,magnesium sulfate,Not Recorded
Magnesium Sulf 4gm/100mL IVPB,magnesium sulfate,Not Recorded
Magnesium Sulf 5 gm/10mL OR syringe,magnesium sulfate,Not Recorded
Magnesium Sulf 5 gm/10mL inj ..,magnesium sulfate,Not Recorded
Mannitol 20% 250 mL IV bag,mannitol 20%,Hour
Mannitol 20% 500mL bag,mannitol 20%,Hour
Mannitol 25% 12.5gm/50 mL inj,mannitol 25%,Not Recorded
Melphalan 50 mg inj,melphalan,Not Recorded
Meperidine 100 mg/1 mL inj.,meperidine,Not Recorded
Meperidine 25 mg/1 mL inj,meperidine,Not Recorded
Meperidine 25mg/0.5mL inj,meperidine,Not Recorded
Meperidine 50 mg/1 mL inj,meperidine,Not Recorded
Mepivacaine 1% 30 mL inj,mepivacaine 1%,Not Recorded
Mepivacaine 2% 20 mL inj,mepivacaine 2%,Not Recorded
Meropenem 0.04mg/mL for Desensitization,meropenem/ns,Not Recorded
Meropenem 1000 mg inj,meropenem,Not Recorded
Meropenem 1000mg/NS IVPB,meropenem in NS,Not Recorded
Meropenem 10mg/mL for Desensitization,meropenem/ns,Not Recorded
Meropenem 1mg/mL for Desensitization,meropenem/ns,Not Recorded
Meropenem 20mg/mL for Desensitization,meropenem/ns,Not Recorded
Meropenem 2gm Desensitization Rx Protocol- initiate,Meropenem 2gm Desensitization Rx Protocol- initiate,Not Recorded
Meropenem 500 mg inj,meropenem,Not Recorded
Meropenem 500 mg/100 mL NS IVPB,meropenem in NS,Not Recorded
Meropenem 500mg/NS 50mL IVPB,meropenem in ns,Not Recorded
Mesna 1000 mg/10 mL inj,mesna,Not Recorded
MethaDONE 1 mg/ 1 mL oral Liq,methaDONE,Not Recorded
MethaDONE 10 mg tab,methaDONE,Not Recorded
MethaDONE 10 mg/mL 20 mL inj,methaDONE,Not Recorded
MethaDONE 10 mg/ml 1mL IV syringe,methaDONE,Not Recorded
MethaDONE 10 mg/ml neonate IV syringe,methaDONE,Not Recorded
MethaDONE 5 mg tab,methaDONE,Not Recorded
MethaDONE 5 mg/ 5 mL oral Liq,methaDONE,Not Recorded
Methocarbamol 1gm inj,methocarbamol,Not Recorded
Methocarbamol 500 mg tab,methocarbamol,Not Recorded
Methocarbamol 750 mg tab,methocarbamol,Not Recorded
Methohexital 500 mg inj,methohexital,Not Recorded
Methotrexate 1gm inj,methotrexate,Not Recorded
Methotrexate 50 mg/2 mL inj,methotrexate,Not Recorded
Methotrexate 50 mg/2 mL inj PF,methotrexate PF,Not Recorded
Methotrexate Int Dose,methotrexate sodium,Not Recorded
MethylPREDNISolone  40 mg DEPO inj,methylPREDNISolone acetate (depo),Not Recorded
MethylPREDNISolone 1000mg inj,methylPREDNISolone,Not Recorded
MethylPREDNISolone 125 mg/2 mL  inj,methylPREDNISolone,Not Recorded
MethylPREDNISolone 2.5mg/mL/NS neonate syringe,methylPREDNISolone in NS syringe,Not Recorded
MethylPREDNISolone 2000mg inj,methylPREDNISolone,Not Recorded
MethylPREDNISolone 4 mg tab,methylPREDNISolone,Not Recorded
MethylPREDNISolone 40 mg inj,methylPREDNISolone,Not Recorded
MethylPREDNISolone 40 mg/mL susp inj 5mL,methylPREDNISolone,Not Recorded
MethylPREDNISolone 500mg inj,methylPREDNISolone,Not Recorded
Methylene Blue 1% 10mg/mL inj,methylene blue 1%,Not Recorded
Methylene Blue 100 mg / 10mL inj,methylene blue,Not Recorded
Methylene Blue 5mg/mL 10mL inj,methylene blue,Not Recorded
Methylergonovine 0.2 mg/1 mL inj,methylergonovine,Not Recorded
Methylnaltrexone 12mg inj.,methylnaltrexone,Not Recorded
Methylnaltrexone 8 mg inj,methylnaltrexone,Not Recorded
MetoCLOPRAMIDE 1 mg/1 mL Ped oral syringe,metoCLOPRAMIDE ped liq,Not Recorded
MetoCLOPRAMIDE 10 mg tab,metoCLOPRAMIDE,Not Recorded
MetoCLOPRAMIDE 10 mg/10 mL liq,metoCLOPRAMIDE,Not Recorded
MetoCLOPRAMIDE 10 mg/2 mL inj,metoCLOPRAMIDE,Not Recorded
MetoCLOPRAMIDE 5 mg tab,metoCLOPRAMIDE,Not Recorded
MetoCLOPRAMIDE 5 mg/mL 10 mL inj,metoCLOPRAMIDE,Not Recorded
MetoPROLOL 5 mg/5 mL inj,metoPROLOL,Not Recorded
