"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"S52513N","73382","10000",1,0,0,0,0
"S52513P","73381","10000",1,0,0,0,0
"S52513Q","73381","10000",1,0,0,0,0
"S52513R","73381","10000",1,0,0,0,0
"S52513S","9052","10000",1,0,0,0,0
"S52514A","81342","10000",1,0,0,0,0
"S52514B","81352","10000",1,0,0,0,0
"S52514C","81352","10000",1,0,0,0,0
"S52514D","V5412","10000",1,0,0,0,0
"S52514E","V5412","10000",1,0,0,0,0
"S52514F","V5412","10000",1,0,0,0,0
"S52514G","V5412","10000",1,0,0,0,0
"S52514H","V5412","10000",1,0,0,0,0
"S52514J","V5412","10000",1,0,0,0,0
"S52514K","73382","10000",1,0,0,0,0
"S52514M","73382","10000",1,0,0,0,0
"S52514N","73382","10000",1,0,0,0,0
"S52514P","73381","10000",1,0,0,0,0
"S52514Q","73381","10000",1,0,0,0,0
"S52514R","73381","10000",1,0,0,0,0
"S52514S","9052","10000",1,0,0,0,0
"S52515A","81342","10000",1,0,0,0,0
"S52515B","81352","10000",1,0,0,0,0
"S52515C","81352","10000",1,0,0,0,0
"S52515D","V5412","10000",1,0,0,0,0
"S52515E","V5412","10000",1,0,0,0,0
"S52515F","V5412","10000",1,0,0,0,0
"S52515G","V5412","10000",1,0,0,0,0
"S52515H","V5412","10000",1,0,0,0,0
"S52515J","V5412","10000",1,0,0,0,0
"S52515K","73382","10000",1,0,0,0,0
"S52515M","73382","10000",1,0,0,0,0
"S52515N","73382","10000",1,0,0,0,0
"S52515P","73381","10000",1,0,0,0,0
"S52515Q","73381","10000",1,0,0,0,0
"S52515R","73381","10000",1,0,0,0,0
"S52515S","9052","10000",1,0,0,0,0
"S52516A","81342","10000",1,0,0,0,0
"S52516B","81352","10000",1,0,0,0,0
"S52516C","81352","10000",1,0,0,0,0
"S52516D","V5412","10000",1,0,0,0,0
"S52516E","V5412","10000",1,0,0,0,0
"S52516F","V5412","10000",1,0,0,0,0
"S52516G","V5412","10000",1,0,0,0,0
"S52516H","V5412","10000",1,0,0,0,0
"S52516J","V5412","10000",1,0,0,0,0
"S52516K","73382","10000",1,0,0,0,0
"S52516M","73382","10000",1,0,0,0,0
"S52516N","73382","10000",1,0,0,0,0
"S52516P","73381","10000",1,0,0,0,0
"S52516Q","73381","10000",1,0,0,0,0
"S52516R","73381","10000",1,0,0,0,0
"S52516S","9052","10000",1,0,0,0,0
"S52521A","81345","10000",1,0,0,0,0
"S52521D","V5412","10000",1,0,0,0,0
"S52521G","V5412","10000",1,0,0,0,0
"S52521K","73382","10000",1,0,0,0,0
"S52521P","73381","10000",1,0,0,0,0
"S52521S","9052","10000",1,0,0,0,0
"S52522A","81345","10000",1,0,0,0,0
"S52522D","V5412","10000",1,0,0,0,0
"S52522G","V5412","10000",1,0,0,0,0
"S52522K","73382","10000",1,0,0,0,0
"S52522P","73381","10000",1,0,0,0,0
"S52522S","9052","10000",1,0,0,0,0
"S52529A","81345","10000",1,0,0,0,0
"S52529D","V5412","10000",1,0,0,0,0
"S52529G","V5412","10000",1,0,0,0,0
"S52529K","73382","10000",1,0,0,0,0
"S52529P","73381","10000",1,0,0,0,0
"S52529S","9052","10000",1,0,0,0,0
"S52531A","81341","10000",1,0,0,0,0
"S52531B","81351","10000",1,0,0,0,0
"S52531C","81351","10000",1,0,0,0,0
"S52531D","V5412","10000",1,0,0,0,0
"S52531E","V5412","10000",1,0,0,0,0
"S52531F","V5412","10000",1,0,0,0,0
"S52531G","V5412","10000",1,0,0,0,0
"S52531H","V5412","10000",1,0,0,0,0
"S52531J","V5412","10000",1,0,0,0,0
"S52531K","73382","10000",1,0,0,0,0
"S52531M","73382","10000",1,0,0,0,0
"S52531N","73382","10000",1,0,0,0,0
"S52531P","73381","10000",1,0,0,0,0
"S52531Q","73381","10000",1,0,0,0,0
"S52531R","73381","10000",1,0,0,0,0
"S52531S","9052","10000",1,0,0,0,0
"S52532A","81341","10000",1,0,0,0,0
"S52532B","81351","10000",1,0,0,0,0
"S52532C","81351","10000",1,0,0,0,0
"S52532D","V5412","10000",1,0,0,0,0
"S52532E","V5412","10000",1,0,0,0,0
"S52532F","V5412","10000",1,0,0,0,0
"S52532G","V5412","10000",1,0,0,0,0
"S52532H","V5412","10000",1,0,0,0,0
"S52532J","V5412","10000",1,0,0,0,0
"S52532K","73382","10000",1,0,0,0,0
"S52532M","73382","10000",1,0,0,0,0
"S52532N","73382","10000",1,0,0,0,0
"S52532P","73381","10000",1,0,0,0,0
"S52532Q","73381","10000",1,0,0,0,0
"S52532R","73381","10000",1,0,0,0,0
"S52532S","9052","10000",1,0,0,0,0
"S52539A","81341","10000",1,0,0,0,0
"S52539B","81351","10000",1,0,0,0,0
"S52539C","81351","10000",1,0,0,0,0
"S52539D","V5412","10000",1,0,0,0,0
"S52539E","V5412","10000",1,0,0,0,0
"S52539F","V5412","10000",1,0,0,0,0
"S52539G","V5412","10000",1,0,0,0,0
"S52539H","V5412","10000",1,0,0,0,0
"S52539J","V5412","10000",1,0,0,0,0
"S52539K","73382","10000",1,0,0,0,0
"S52539M","73382","10000",1,0,0,0,0
"S52539N","73382","10000",1,0,0,0,0
"S52539P","73381","10000",1,0,0,0,0
"S52539Q","73381","10000",1,0,0,0,0
"S52539R","73381","10000",1,0,0,0,0
"S52539S","9052","10000",1,0,0,0,0
"S52541A","81342","10000",1,0,0,0,0
"S52541B","81352","10000",1,0,0,0,0
"S52541C","81352","10000",1,0,0,0,0
"S52541D","V5412","10000",1,0,0,0,0
"S52541E","V5412","10000",1,0,0,0,0
"S52541F","V5412","10000",1,0,0,0,0
"S52541G","V5412","10000",1,0,0,0,0
"S52541H","V5412","10000",1,0,0,0,0
"S52541J","V5412","10000",1,0,0,0,0
"S52541K","73382","10000",1,0,0,0,0
"S52541M","73382","10000",1,0,0,0,0
"S52541N","73382","10000",1,0,0,0,0
"S52541P","73381","10000",1,0,0,0,0
"S52541Q","73381","10000",1,0,0,0,0
"S52541R","73381","10000",1,0,0,0,0
"S52541S","9052","10000",1,0,0,0,0
"S52542A","81342","10000",1,0,0,0,0
"S52542B","81352","10000",1,0,0,0,0
"S52542C","81352","10000",1,0,0,0,0
"S52542D","V5412","10000",1,0,0,0,0
"S52542E","V5412","10000",1,0,0,0,0
"S52542F","V5412","10000",1,0,0,0,0
"S52542G","V5412","10000",1,0,0,0,0
"S52542H","V5412","10000",1,0,0,0,0
"S52542J","V5412","10000",1,0,0,0,0
"S52542K","73382","10000",1,0,0,0,0
"S52542M","73382","10000",1,0,0,0,0
"S52542N","73382","10000",1,0,0,0,0
"S52542P","73381","10000",1,0,0,0,0
"S52542Q","73381","10000",1,0,0,0,0
"S52542R","73381","10000",1,0,0,0,0
"S52542S","9052","10000",1,0,0,0,0
"S52549A","81342","10000",1,0,0,0,0
"S52549B","81352","10000",1,0,0,0,0
"S52549C","81352","10000",1,0,0,0,0
"S52549D","V5412","10000",1,0,0,0,0
"S52549E","V5412","10000",1,0,0,0,0
"S52549F","V5412","10000",1,0,0,0,0
"S52549G","V5412","10000",1,0,0,0,0
"S52549H","V5412","10000",1,0,0,0,0
"S52549J","V5412","10000",1,0,0,0,0
"S52549K","73382","10000",1,0,0,0,0
"S52549M","73382","10000",1,0,0,0,0
"S52549N","73382","10000",1,0,0,0,0
"S52549P","73381","10000",1,0,0,0,0
"S52549Q","73381","10000",1,0,0,0,0
"S52549R","73381","10000",1,0,0,0,0
"S52549S","9052","10000",1,0,0,0,0
"S52551A","81342","10000",1,0,0,0,0
"S52551B","81352","10000",1,0,0,0,0
"S52551C","81352","10000",1,0,0,0,0
"S52551D","V5412","10000",1,0,0,0,0
"S52551E","V5412","10000",1,0,0,0,0
"S52551F","V5412","10000",1,0,0,0,0
"S52551G","V5412","10000",1,0,0,0,0
"S52551H","V5412","10000",1,0,0,0,0
"S52551J","V5412","10000",1,0,0,0,0
"S52551K","73382","10000",1,0,0,0,0
"S52551M","73382","10000",1,0,0,0,0
"S52551N","73382","10000",1,0,0,0,0
"S52551P","73381","10000",1,0,0,0,0
"S52551Q","73381","10000",1,0,0,0,0
"S52551R","73381","10000",1,0,0,0,0
"S52551S","9052","10000",1,0,0,0,0
"S52552A","81342","10000",1,0,0,0,0
"S52552B","81352","10000",1,0,0,0,0
"S52552C","81352","10000",1,0,0,0,0
"S52552D","V5412","10000",1,0,0,0,0
"S52552E","V5412","10000",1,0,0,0,0
"S52552F","V5412","10000",1,0,0,0,0
"S52552G","V5412","10000",1,0,0,0,0
"S52552H","V5412","10000",1,0,0,0,0
"S52552J","V5412","10000",1,0,0,0,0
"S52552K","73382","10000",1,0,0,0,0
"S52552M","73382","10000",1,0,0,0,0
"S52552N","73382","10000",1,0,0,0,0
"S52552P","73381","10000",1,0,0,0,0
"S52552Q","73381","10000",1,0,0,0,0
"S52552R","73381","10000",1,0,0,0,0
"S52552S","9052","10000",1,0,0,0,0
"S52559A","81342","10000",1,0,0,0,0
"S52559B","81352","10000",1,0,0,0,0
"S52559C","81352","10000",1,0,0,0,0
"S52559D","V5412","10000",1,0,0,0,0
"S52559E","V5412","10000",1,0,0,0,0
"S52559F","V5412","10000",1,0,0,0,0
"S52559G","V5412","10000",1,0,0,0,0
"S52559H","V5412","10000",1,0,0,0,0
"S52559J","V5412","10000",1,0,0,0,0
"S52559K","73382","10000",1,0,0,0,0
"S52559M","73382","10000",1,0,0,0,0
"S52559N","73382","10000",1,0,0,0,0
"S52559P","73381","10000",1,0,0,0,0
"S52559Q","73381","10000",1,0,0,0,0
"S52559R","73381","10000",1,0,0,0,0
"S52559S","9052","10000",1,0,0,0,0
"S52561A","81342","10000",1,0,0,0,0
"S52561B","81352","10000",1,0,0,0,0
"S52561C","81352","10000",1,0,0,0,0
"S52561D","V5412","10000",1,0,0,0,0
"S52561E","V5412","10000",1,0,0,0,0
"S52561F","V5412","10000",1,0,0,0,0
"S52561G","V5412","10000",1,0,0,0,0
"S52561H","V5412","10000",1,0,0,0,0
"S52561J","V5412","10000",1,0,0,0,0
"S52561K","73382","10000",1,0,0,0,0
"S52561M","73382","10000",1,0,0,0,0
"S52561N","73382","10000",1,0,0,0,0
"S52561P","73381","10000",1,0,0,0,0
"S52561Q","73381","10000",1,0,0,0,0
"S52561R","73381","10000",1,0,0,0,0
"S52561S","9052","10000",1,0,0,0,0
"S52562A","81342","10000",1,0,0,0,0
"S52562B","81352","10000",1,0,0,0,0
"S52562C","81352","10000",1,0,0,0,0
"S52562D","V5412","10000",1,0,0,0,0
"S52562E","V5412","10000",1,0,0,0,0
"S52562F","V5412","10000",1,0,0,0,0
"S52562G","V5412","10000",1,0,0,0,0
"S52562H","V5412","10000",1,0,0,0,0
"S52562J","V5412","10000",1,0,0,0,0
"S52562K","73382","10000",1,0,0,0,0
"S52562M","73382","10000",1,0,0,0,0
"S52562N","73382","10000",1,0,0,0,0
"S52562P","73381","10000",1,0,0,0,0
"S52562Q","73381","10000",1,0,0,0,0
"S52562R","73381","10000",1,0,0,0,0
"S52562S","9052","10000",1,0,0,0,0
"S52569A","81342","10000",1,0,0,0,0
"S52569B","81352","10000",1,0,0,0,0
"S52569C","81352","10000",1,0,0,0,0
"S52569D","V5412","10000",1,0,0,0,0
"S52569E","V5412","10000",1,0,0,0,0
"S52569F","V5412","10000",1,0,0,0,0
"S52569G","V5412","10000",1,0,0,0,0
"S52569H","V5412","10000",1,0,0,0,0
"S52569J","V5412","10000",1,0,0,0,0
"S52569K","73382","10000",1,0,0,0,0
"S52569M","73382","10000",1,0,0,0,0
"S52569N","73382","10000",1,0,0,0,0
"S52569P","73381","10000",1,0,0,0,0
"S52569Q","73381","10000",1,0,0,0,0
"S52569R","73381","10000",1,0,0,0,0
"S52569S","9052","10000",1,0,0,0,0
"S52571A","81342","10000",1,0,0,0,0
"S52571B","81352","10000",1,0,0,0,0
"S52571C","81352","10000",1,0,0,0,0
"S52571D","V5412","10000",1,0,0,0,0
"S52571E","V5412","10000",1,0,0,0,0
"S52571F","V5412","10000",1,0,0,0,0
"S52571G","V5412","10000",1,0,0,0,0
"S52571H","V5412","10000",1,0,0,0,0
"S52571J","V5412","10000",1,0,0,0,0
"S52571K","73382","10000",1,0,0,0,0
"S52571M","73382","10000",1,0,0,0,0
"S52571N","73382","10000",1,0,0,0,0
"S52571P","73381","10000",1,0,0,0,0
"S52571Q","73381","10000",1,0,0,0,0
"S52571R","73381","10000",1,0,0,0,0
"S52571S","9052","10000",1,0,0,0,0
"S52572A","81342","10000",1,0,0,0,0
"S52572B","81352","10000",1,0,0,0,0
"S52572C","81352","10000",1,0,0,0,0
"S52572D","V5412","10000",1,0,0,0,0
"S52572E","V5412","10000",1,0,0,0,0
"S52572F","V5412","10000",1,0,0,0,0
"S52572G","V5412","10000",1,0,0,0,0
"S52572H","V5412","10000",1,0,0,0,0
"S52572J","V5412","10000",1,0,0,0,0
"S52572K","73382","10000",1,0,0,0,0
"S52572M","73382","10000",1,0,0,0,0
"S52572N","73382","10000",1,0,0,0,0
"S52572P","73381","10000",1,0,0,0,0
"S52572Q","73381","10000",1,0,0,0,0
"S52572R","73381","10000",1,0,0,0,0
"S52572S","9052","10000",1,0,0,0,0
"S52579A","81342","10000",1,0,0,0,0
"S52579B","81352","10000",1,0,0,0,0
"S52579C","81352","10000",1,0,0,0,0
"S52579D","V5412","10000",1,0,0,0,0
"S52579E","V5412","10000",1,0,0,0,0
"S52579F","V5412","10000",1,0,0,0,0
"S52579G","V5412","10000",1,0,0,0,0
"S52579H","V5412","10000",1,0,0,0,0
"S52579J","V5412","10000",1,0,0,0,0
"S52579K","73382","10000",1,0,0,0,0
"S52579M","73382","10000",1,0,0,0,0
"S52579N","73382","10000",1,0,0,0,0
"S52579P","73381","10000",1,0,0,0,0
"S52579Q","73381","10000",1,0,0,0,0
"S52579R","73381","10000",1,0,0,0,0
"S52579S","9052","10000",1,0,0,0,0
"S52591A","81342","10000",1,0,0,0,0
"S52591B","81352","10000",1,0,0,0,0
"S52591C","81352","10000",1,0,0,0,0
"S52591D","V5412","10000",1,0,0,0,0
"S52591E","V5412","10000",1,0,0,0,0
"S52591F","V5412","10000",1,0,0,0,0
"S52591G","V5412","10000",1,0,0,0,0
"S52591H","V5412","10000",1,0,0,0,0
"S52591J","V5412","10000",1,0,0,0,0
"S52591K","73382","10000",1,0,0,0,0
"S52591M","73382","10000",1,0,0,0,0
"S52591N","73382","10000",1,0,0,0,0
"S52591P","73381","10000",1,0,0,0,0
"S52591Q","73381","10000",1,0,0,0,0
"S52591R","73381","10000",1,0,0,0,0
"S52591S","9052","10000",1,0,0,0,0
"S52592A","81342","10000",1,0,0,0,0
"S52592B","81352","10000",1,0,0,0,0
"S52592C","81352","10000",1,0,0,0,0
"S52592D","V5412","10000",1,0,0,0,0
"S52592E","V5412","10000",1,0,0,0,0
"S52592F","V5412","10000",1,0,0,0,0
"S52592G","V5412","10000",1,0,0,0,0
"S52592H","V5412","10000",1,0,0,0,0
"S52592J","V5412","10000",1,0,0,0,0
"S52592K","73382","10000",1,0,0,0,0
"S52592M","73382","10000",1,0,0,0,0
"S52592N","73382","10000",1,0,0,0,0
"S52592P","73381","10000",1,0,0,0,0
"S52592Q","73381","10000",1,0,0,0,0
"S52592R","73381","10000",1,0,0,0,0
"S52592S","9052","10000",1,0,0,0,0
"S52599A","81342","10000",1,0,0,0,0
"S52599B","81352","10000",1,0,0,0,0
"S52599C","81352","10000",1,0,0,0,0
"S52599D","V5412","10000",1,0,0,0,0
"S52599E","V5412","10000",1,0,0,0,0
"S52599F","V5412","10000",1,0,0,0,0
"S52599G","V5412","10000",1,0,0,0,0
"S52599H","V5412","10000",1,0,0,0,0
"S52599J","V5412","10000",1,0,0,0,0
"S52599K","73382","10000",1,0,0,0,0
"S52599M","73382","10000",1,0,0,0,0
"S52599N","73382","10000",1,0,0,0,0
"S52599P","73381","10000",1,0,0,0,0
"S52599Q","73381","10000",1,0,0,0,0
"S52599R","73381","10000",1,0,0,0,0
"S52599S","9052","10000",1,0,0,0,0
"S52601A","81343","10000",1,0,0,0,0
"S52601B","81353","10000",1,0,0,0,0
"S52601C","81353","10000",1,0,0,0,0
"S52601D","V5412","10000",1,0,0,0,0
"S52601E","V5412","10000",1,0,0,0,0
"S52601F","V5412","10000",1,0,0,0,0
"S52601G","V5412","10000",1,0,0,0,0
"S52601H","V5412","10000",1,0,0,0,0
"S52601J","V5412","10000",1,0,0,0,0
"S52601K","73382","10000",1,0,0,0,0
"S52601M","73382","10000",1,0,0,0,0
"S52601N","73382","10000",1,0,0,0,0
"S52601P","73381","10000",1,0,0,0,0
"S52601Q","73381","10000",1,0,0,0,0
"S52601R","73381","10000",1,0,0,0,0
"S52601S","9052","10000",1,0,0,0,0
"S52602A","81343","10000",1,0,0,0,0
"S52602B","81353","10000",1,0,0,0,0
"S52602C","81353","10000",1,0,0,0,0
"S52602D","V5412","10000",1,0,0,0,0
"S52602E","V5412","10000",1,0,0,0,0
"S52602F","V5412","10000",1,0,0,0,0
"S52602G","V5412","10000",1,0,0,0,0
"S52602H","V5412","10000",1,0,0,0,0
"S52602J","V5412","10000",1,0,0,0,0
"S52602K","73382","10000",1,0,0,0,0
"S52602M","73382","10000",1,0,0,0,0
"S52602N","73382","10000",1,0,0,0,0
"S52602P","73381","10000",1,0,0,0,0
"S52602Q","73381","10000",1,0,0,0,0
"S52602R","73381","10000",1,0,0,0,0
"S52602S","9052","10000",1,0,0,0,0
"S52609A","81343","10000",1,0,0,0,0
"S52609B","81353","10000",1,0,0,0,0
"S52609C","81353","10000",1,0,0,0,0
"S52609D","V5412","10000",1,0,0,0,0
"S52609E","V5412","10000",1,0,0,0,0
"S52609F","V5412","10000",1,0,0,0,0
"S52609G","V5412","10000",1,0,0,0,0
"S52609H","V5412","10000",1,0,0,0,0
"S52609J","V5412","10000",1,0,0,0,0
"S52609K","73382","10000",1,0,0,0,0
"S52609M","73382","10000",1,0,0,0,0
"S52609N","73382","10000",1,0,0,0,0
"S52609P","73381","10000",1,0,0,0,0
"S52609Q","73381","10000",1,0,0,0,0
"S52609R","73381","10000",1,0,0,0,0
"S52609S","9052","10000",1,0,0,0,0
"S52611A","81343","10000",1,0,0,0,0
"S52611B","81353","10000",1,0,0,0,0
"S52611C","81353","10000",1,0,0,0,0
"S52611D","V5412","10000",1,0,0,0,0
"S52611E","V5412","10000",1,0,0,0,0
"S52611F","V5412","10000",1,0,0,0,0
"S52611G","V5412","10000",1,0,0,0,0
"S52611H","V5412","10000",1,0,0,0,0
"S52611J","V5412","10000",1,0,0,0,0
"S52611K","73382","10000",1,0,0,0,0
"S52611M","73382","10000",1,0,0,0,0
"S52611N","73382","10000",1,0,0,0,0
"S52611P","73381","10000",1,0,0,0,0
"S52611Q","73381","10000",1,0,0,0,0
"S52611R","73381","10000",1,0,0,0,0
"S52611S","9052","10000",1,0,0,0,0
"S52612A","81343","10000",1,0,0,0,0
"S52612B","81353","10000",1,0,0,0,0
"S52612C","81353","10000",1,0,0,0,0
"S52612D","V5412","10000",1,0,0,0,0
"S52612E","V5412","10000",1,0,0,0,0
"S52612F","V5412","10000",1,0,0,0,0
"S52612G","V5412","10000",1,0,0,0,0
"S52612H","V5412","10000",1,0,0,0,0
"S52612J","V5412","10000",1,0,0,0,0
"S52612K","73382","10000",1,0,0,0,0
"S52612M","73382","10000",1,0,0,0,0
"S52612N","73382","10000",1,0,0,0,0
"S52612P","73381","10000",1,0,0,0,0
"S52612Q","73381","10000",1,0,0,0,0
"S52612R","73381","10000",1,0,0,0,0
"S52612S","9052","10000",1,0,0,0,0
"S52613A","81343","10000",1,0,0,0,0
"S52613B","81353","10000",1,0,0,0,0
"S52613C","81353","10000",1,0,0,0,0
"S52613D","V5412","10000",1,0,0,0,0
"S52613E","V5412","10000",1,0,0,0,0
"S52613F","V5412","10000",1,0,0,0,0
"S52613G","V5412","10000",1,0,0,0,0
"S52613H","V5412","10000",1,0,0,0,0
"S52613J","V5412","10000",1,0,0,0,0
"S52613K","73382","10000",1,0,0,0,0
"S52613M","73382","10000",1,0,0,0,0
"S52613N","73382","10000",1,0,0,0,0
"S52613P","73381","10000",1,0,0,0,0
"S52613Q","73381","10000",1,0,0,0,0
"S52613R","73381","10000",1,0,0,0,0
"S52613S","9052","10000",1,0,0,0,0
"S52614A","81343","10000",1,0,0,0,0
"S52614B","81353","10000",1,0,0,0,0
"S52614C","81353","10000",1,0,0,0,0
"S52614D","V5412","10000",1,0,0,0,0
"S52614E","V5412","10000",1,0,0,0,0
"S52614F","V5412","10000",1,0,0,0,0
"S52614G","V5412","10000",1,0,0,0,0
"S52614H","V5412","10000",1,0,0,0,0
"S52614J","V5412","10000",1,0,0,0,0
"S52614K","73382","10000",1,0,0,0,0
"S52614M","73382","10000",1,0,0,0,0
"S52614N","73382","10000",1,0,0,0,0
"S52614P","73381","10000",1,0,0,0,0
"S52614Q","73381","10000",1,0,0,0,0
"S52614R","73381","10000",1,0,0,0,0
"S52614S","9052","10000",1,0,0,0,0
"S52615A","81343","10000",1,0,0,0,0
"S52615B","81353","10000",1,0,0,0,0
"S52615C","81353","10000",1,0,0,0,0
"S52615D","V5412","10000",1,0,0,0,0
"S52615E","V5412","10000",1,0,0,0,0
"S52615F","V5412","10000",1,0,0,0,0
"S52615G","V5412","10000",1,0,0,0,0
"S52615H","V5412","10000",1,0,0,0,0
"S52615J","V5412","10000",1,0,0,0,0
"S52615K","73382","10000",1,0,0,0,0
"S52615M","73382","10000",1,0,0,0,0
"S52615N","73382","10000",1,0,0,0,0
"S52615P","73381","10000",1,0,0,0,0
"S52615Q","73381","10000",1,0,0,0,0
"S52615R","73381","10000",1,0,0,0,0
"S52615S","9052","10000",1,0,0,0,0
"S52616A","81343","10000",1,0,0,0,0
"S52616B","81353","10000",1,0,0,0,0
"S52616C","81353","10000",1,0,0,0,0
"S52616D","V5412","10000",1,0,0,0,0
"S52616E","V5412","10000",1,0,0,0,0
"S52616F","V5412","10000",1,0,0,0,0
"S52616G","V5412","10000",1,0,0,0,0
"S52616H","V5412","10000",1,0,0,0,0
"S52616J","V5412","10000",1,0,0,0,0
"S52616K","73382","10000",1,0,0,0,0
"S52616M","73382","10000",1,0,0,0,0
"S52616N","73382","10000",1,0,0,0,0
"S52616P","73381","10000",1,0,0,0,0
"S52616Q","73381","10000",1,0,0,0,0
"S52616R","73381","10000",1,0,0,0,0
"S52616S","9052","10000",1,0,0,0,0
"S52621A","81346","10000",1,0,0,0,0
"S52621D","V5412","10000",1,0,0,0,0
"S52621G","V5412","10000",1,0,0,0,0
"S52621K","73382","10000",1,0,0,0,0
"S52621P","73381","10000",1,0,0,0,0
"S52621S","9052","10000",1,0,0,0,0
"S52622A","81346","10000",1,0,0,0,0
"S52622D","V5412","10000",1,0,0,0,0
"S52622G","V5412","10000",1,0,0,0,0
"S52622K","73382","10000",1,0,0,0,0
"S52622P","73381","10000",1,0,0,0,0
"S52622S","9052","10000",1,0,0,0,0
"S52629A","81346","10000",1,0,0,0,0
"S52629D","V5412","10000",1,0,0,0,0
"S52629G","V5412","10000",1,0,0,0,0
"S52629K","73382","10000",1,0,0,0,0
"S52629P","73381","10000",1,0,0,0,0
"S52629S","9052","10000",1,0,0,0,0
"S52691A","81343","10000",1,0,0,0,0
"S52691B","81353","10000",1,0,0,0,0
"S52691C","81353","10000",1,0,0,0,0
"S52691D","V5412","10000",1,0,0,0,0
"S52691E","V5412","10000",1,0,0,0,0
"S52691F","V5412","10000",1,0,0,0,0
"S52691G","V5412","10000",1,0,0,0,0
"S52691H","V5412","10000",1,0,0,0,0
"S52691J","V5412","10000",1,0,0,0,0
"S52691K","73382","10000",1,0,0,0,0
"S52691M","73382","10000",1,0,0,0,0
"S52691N","73382","10000",1,0,0,0,0
"S52691P","73381","10000",1,0,0,0,0
"S52691Q","73381","10000",1,0,0,0,0
"S52691R","73381","10000",1,0,0,0,0
"S52691S","9052","10000",1,0,0,0,0
"S52692A","81343","10000",1,0,0,0,0
"S52692B","81353","10000",1,0,0,0,0
"S52692C","81353","10000",1,0,0,0,0
"S52692D","V5412","10000",1,0,0,0,0
"S52692E","V5412","10000",1,0,0,0,0
"S52692F","V5412","10000",1,0,0,0,0
"S52692G","V5412","10000",1,0,0,0,0
"S52692H","V5412","10000",1,0,0,0,0
"S52692J","V5412","10000",1,0,0,0,0
"S52692K","73382","10000",1,0,0,0,0
"S52692M","73382","10000",1,0,0,0,0
"S52692N","73382","10000",1,0,0,0,0
"S52692P","73381","10000",1,0,0,0,0
"S52692Q","73381","10000",1,0,0,0,0
"S52692R","73381","10000",1,0,0,0,0
"S52692S","9052","10000",1,0,0,0,0
"S52699A","81343","10000",1,0,0,0,0
"S52699B","81353","10000",1,0,0,0,0
"S52699C","81353","10000",1,0,0,0,0
"S52699D","V5412","10000",1,0,0,0,0
"S52699E","V5412","10000",1,0,0,0,0
"S52699F","V5412","10000",1,0,0,0,0
"S52699G","V5412","10000",1,0,0,0,0
"S52699H","V5412","10000",1,0,0,0,0
"S52699J","V5412","10000",1,0,0,0,0
"S52699K","73382","10000",1,0,0,0,0
"S52699M","73382","10000",1,0,0,0,0
"S52699N","73382","10000",1,0,0,0,0
"S52699P","73381","10000",1,0,0,0,0
"S52699Q","73381","10000",1,0,0,0,0
"S52699R","73381","10000",1,0,0,0,0
"S52699S","9052","10000",1,0,0,0,0
"S5290XA","81380","10000",1,0,0,0,0
"S5290XB","81390","10000",1,0,0,0,0
"S5290XC","81390","10000",1,0,0,0,0
"S5290XD","V5410","10000",1,0,0,0,0
"S5290XE","V5410","10000",1,0,0,0,0
"S5290XF","V5410","10000",1,0,0,0,0
"S5290XG","V5410","10000",1,0,0,0,0
"S5290XH","V5410","10000",1,0,0,0,0
"S5290XJ","V5410","10000",1,0,0,0,0
"S5290XK","73382","10000",1,0,0,0,0
"S5290XM","73382","10000",1,0,0,0,0
"S5290XN","73382","10000",1,0,0,0,0
"S5290XP","73381","10000",1,0,0,0,0
"S5290XQ","73381","10000",1,0,0,0,0
"S5290XR","73381","10000",1,0,0,0,0
"S5290XS","9052","10000",1,0,0,0,0
"S5291XA","81380","10000",1,0,0,0,0
"S5291XB","81390","10000",1,0,0,0,0
"S5291XC","81390","10000",1,0,0,0,0
"S5291XD","V5412","10000",1,0,0,0,0
"S5291XE","V5412","10000",1,0,0,0,0
"S5291XF","V5412","10000",1,0,0,0,0
"S5291XG","V5412","10000",1,0,0,0,0
"S5291XH","V5412","10000",1,0,0,0,0
"S5291XJ","V5412","10000",1,0,0,0,0
"S5291XK","73382","10000",1,0,0,0,0
"S5291XM","73382","10000",1,0,0,0,0
"S5291XN","73382","10000",1,0,0,0,0
"S5291XP","73381","10000",1,0,0,0,0
"S5291XQ","73381","10000",1,0,0,0,0
"S5291XR","73381","10000",1,0,0,0,0
"S5291XS","9052","10000",1,0,0,0,0
"S5292XA","81380","10000",1,0,0,0,0
"S5292XB","81390","10000",1,0,0,0,0
"S5292XC","81390","10000",1,0,0,0,0
"S5292XD","V5412","10000",1,0,0,0,0
"S5292XE","V5412","10000",1,0,0,0,0
"S5292XF","V5412","10000",1,0,0,0,0
"S5292XG","V5412","10000",1,0,0,0,0
"S5292XH","V5412","10000",1,0,0,0,0
"S5292XJ","V5412","10000",1,0,0,0,0
"S5292XK","73382","10000",1,0,0,0,0
"S5292XM","73382","10000",1,0,0,0,0
"S5292XN","73382","10000",1,0,0,0,0
"S5292XP","73381","10000",1,0,0,0,0
"S5292XQ","73381","10000",1,0,0,0,0
"S5292XR","73381","10000",1,0,0,0,0
"S5292XS","9052","10000",1,0,0,0,0
"S53001A","83200","10000",1,0,0,0,0
"S53001D","V5889","10000",1,0,0,0,0
"S53001S","9056","10000",1,0,0,0,0
