formulary_name,med_name_generic,med_action_dose_unit,volume_given,volume_unit,volume_numeric,count
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,250,mL/hr,250,185
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,200,mL/hr,200,4
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,75,mL/hr,75,44
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,167,mL/hr,167,2
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,150,mL/hr,150,3
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,125,mL/hr,125,271
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,100,mL/hr,100,163
KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN,KCl in Dextrose-NaCl,mL/hr,20,mL/hr,20,2
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,40,mL/hr,40,9
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,42,mL/hr,42,30
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,50,mL/hr,50,353
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,500,mL/hr,500,25
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,60,mL/hr,60,9
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,65,mL/hr,65,14
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,63,mL/hr,63,1
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,75,mL/hr,75,571
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,84,mL/hr,84,13
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,85,mL/hr,85,8
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,333,mL/hr,333,3
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,90,mL/hr,90,3
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,300,mL/hr,300,2
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,115,mL/hr,115,1
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,250,mL/hr,250,85
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL,1000,mL,1000,4
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL,500,mL,500,1
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,100,mL/hr,100,2398
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,110,mL/hr,110,12
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,1,mL/hr,1,1
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,140,mL/hr,140,2
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,150,mL/hr,150,210
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,200,mL/hr,200,82
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,25,mL/hr,25,6
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,125,mL/hr,125,623
KCL IN NACL 20-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,30,mL/hr,30,8
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,250,mL/hr,250,1011
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,85,mL/hr,85,1
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,80,mL/hr,80,1
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,75,mL/hr,75,83
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,50,mL/hr,50,39
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,40,mL/hr,40,1
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,200,mL/hr,200,36
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,150,mL/hr,150,23
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,125,mL/hr,125,312
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,100,mL/hr,100,2245
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL,1000,mL,1000,3
KCL IN NACL 40-0.9 MEQ/L-% IV SOLN,Potassium Chloride in NaCl,mL/hr,20,mL/hr,20,3
KETAMINE HCL 50 MG/ML IJ SOLN,Ketamine HCl,mg,100,mg,100,1
KETOROLAC TROMETHAMINE 15 MG/ML IJ SOLN,Ketorolac Tromethamine,mg,15,mg,15,1
KETOROLAC TROMETHAMINE 30 MG/ML IJ SOLN,Ketorolac Tromethamine,mg,30,mg,30,8
KETOROLAC TROMETHAMINE 30 MG/ML IJ SOLN,Ketorolac Tromethamine,mg,15,mg,15,3
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,40,mg,40,482
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg/min,10,mg,10,1
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,80,mg,80,85
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,7.5,mg,7.5,4
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,50,mg,50,1
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,5-10,mg,5-10,15
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,5,mg,5,1998
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,300,mg,300,4
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,60,mg,60,5
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,20,mg,20,8010
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,1,mg,1,1
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,10,mg,10,24804
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,30,mg,30,80
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,.5,mg,.5,1
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,100,mg,100,4
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,15,mg,15,69
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,2.5,mg,2.5,22
LABETALOL HCL 5 MG/ML IV SOLN,Labetalol HCl,mg,10-20,mg,10-20,6
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,325,mL,325,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,4000,mL,4000,47
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,400,mL,400,19
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,362,mL,362,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,360,mL,360,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,350,mL,350,7
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,35,mL,35,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,3498,mL,3498,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,320,mL,320,6
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,30,mL/kg,30,113
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,3000,mL,3000,114
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,300,mL,300,30
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,45,mL,45,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,280,mL,280,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2700,mL,2700,4
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2610,mL,2610,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2600,mL,2600,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,260,mL,260,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,32,mL,32,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,460,mL,460,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,550,mL,550,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,50,mL,50,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mcg/min,1000,mL,1000,7
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL/kg,30,mL/kg,30,50
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,900,mL,900,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,90,mL,90,5
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,850,mL,850,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,800,mL,800,15
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,750,mL,750,77
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,75,mL,75,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,725,mL,725,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,720,mL,720,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,700,mL,700,25
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,650,mL,650,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,640,mL,640,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,625,mL,625,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,6000,mL,6000,9
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,600,mL,600,7
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2500,mL,2500,28
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,5000,mL,5000,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,500,mL,500,21959
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,472,mL,472,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,250,mL,250,2668
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mcg/hr,500,mL,500,10
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2250,mL,2250,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1400,mL,1400,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,140,mL,140,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,138,mL,138,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1300,mL,1300,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1250,mL,1250,9
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,125,mL,125,14
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1200,mL,1200,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,120,mL,120,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,110,mL,110,5
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1000,mL,1000,164794
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,100,mL,100,29
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1-1000,mL,1-1000,29
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1,mL,1,4
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,0-4000,mL,0-4000,6
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,0-1000,mL,0-1000,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,.5,mL,.5,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,Units/min,1000,mL,1000,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,Units/hr,1000,mL,1000,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2400,mL,2400,5
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1450,mL,1450,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,150,mL,150,21
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,130,mL,130,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,160,mL,160,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,220,mL,220,5
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2100,mL,2100,5
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,2000,mL,2000,3005
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,200,mL,200,15
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1500,mL,1500,274
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,20,mL,20,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1900,mL,1900,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1850,mL,1850,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1800,mL,1800,14
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,180,mL,180,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,20,mL/kg,20,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,176,mL,176,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1770,mL,1770,1
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1666,mL,1666,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1667,mL,1667,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1700,mL,1700,7
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1600,mL,1600,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1701,mL,1701,2
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,1710,mL,1710,3
LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,mL,175,mL,175,2
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,7,mL/kg,7,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,50,mL/kg,50,5
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,32.43,mL/kg,32.43,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,30,mL/kg,30,2278
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,29.41,mL/kg,29.41,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,26,mL/kg,26,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,20,mL/kg,20,16
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,18,mL/kg,18,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,17,mL/kg,17,2
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,15,mL/kg,15,5
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,10,mL/kg,10,4
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/hr,30,mL/kg,30,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,7,mL/kg,7,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL/kg,5,mL/kg,5,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,50,mL/kg,50,5
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,6.25,mL/kg,6.25,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,10,mL/kg,10,11
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,11,mL/kg,11,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,15,mL/kg,15,25
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,17,mL/kg,17,2
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,20,mL/kg,20,29
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,18,mL/kg,18,2
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,26,mL/kg,26,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,29.41,mL/kg,29.41,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,30,mL/kg,30,4596
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,32.43,mL/kg,32.43,1
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,5,mL/kg,5,3
LACTATED RINGERS IV BOLUS ML/KG,Lactated Ringer's Solution,mL,2000,mL/kg,2000,1
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/hr,75,mL/hr,75,17
LACTATED RINGERS IV SOLN,Lactated Ringers,mcg/kg/min,1000,mL,1000,5
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/kg/hr,3,mL/kg/hr,3,50
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/hr,250,mL/hr,250,1
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/hr,125,mL/hr,125,2770
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/hr,100,mL/hr,100,3
LACTATED RINGERS IV SOLN,Lactated Ringers,mL,500,mL,500,139
LACTATED RINGERS IV SOLN,Lactated Ringers,mL,1000,mL,1000,20870
LACTATED RINGERS IV SOLN,Lactated Ringers,mEq,1000,mL,1000,1
LACTATED RINGERS IV SOLN,Lactated Ringers,mL/hr,1000,mL,1000,7
LEVETIRACETAM 500 MG/5ML IV SOLN,levETIRAcetam,mg,1000,mg,1000,5
LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,1000,mg,1000,25636
LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,2000,mg,2000,1
LEVETIRACETAM IN NACL 1500 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,1500,mg,1500,5585
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,1500,mg,1500,19
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,1000,mg,1000,35
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,500,mg,500,917
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,levETIRAcetam in NaCl,mg,750,mg,750,3
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,400,mg,400,14
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,3000,mg,3000,1
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,2000,mg,2000,12
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,500,mg,500,524
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,15,mg/kg,15,21
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,1000,mg,1000,142
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,20,mg/kg,20,16
LEVOCARNITINE 200 MG/ML IV SOLN,levOCARNitine,mg,6000,mg,6000,1
LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN,levoFLOXacin in D5W,mg,250,mg,250,68
LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN,levoFLOXacin in D5W,mg,500,mg,500,1957
LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN,levoFLOXacin in D5W,mg,750,mg,750,2
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,levoFLOXacin in D5W,mg,375,mg,375,1
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,levoFLOXacin in D5W,mg,500,mg,500,3
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,levoFLOXacin in D5W,mg,7,mg,7,8
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,levoFLOXacin in D5W,mg,750,mg,750,8217
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,90,mg,90,2
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,75,mg,75,3
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,50,mg,50,7
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,40,mg,40,1
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,4,mg,4,2
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,20,mg,20,4
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,150,mg,150,1
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,100,mg,100,16
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,1.5,mg/kg,1.5,8
LIDOCAINE HCL (CARDIAC) 20 MG/ML IV SOLN,Lidocaine HCl (Cardiac),mg,1,mg/kg,1,2
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,4,mg/min,4,2
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,3,mg/min,3,8
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,2.5,mg/min,2.5,2
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,2.25,mg/min,2.25,4
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,2,mg/min,2,21
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,1,mg/min,1,130
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,.75,mg/min,.75,1
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,.5,mg/min,.5,13
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,.32,mg/min,.32,2
LIDOCAINE IN D5W 4-5 MG/ML-% IV SOLN,Lidocaine in D5W,mg/min,1.5,mg/min,1.5,2
LIDOCAINE IN DEXTROSE 5-7.5 % IV SOLN,Lidocaine in Dextrose,mg,100,mg,100,1
LINEZOLID 2 MG/ML IV SOLN,Linezolid,mg,600,mg,600,1271
LINEZOLID 600 MG/300ML IV SOLN,Linezolid,g,600,mg,600,5
LINEZOLID 600 MG/300ML IV SOLN,Linezolid,mg,600,mg,600,4865
LIOTHYRONINE SODIUM 10 MCG/ML IV SOLN,Liothyronine Sodium,mcg,10,mcg,10,3
LORAZEPAM 2 MG/ML IJ SOLN,LORazepam,mg,2,mg,2,5
MAGNESIUM SULFATE 2 GM/50ML IV SOLN,Magnesium Sulfate,g,2,g,2,2
MAGNESIUM SULFATE 4 GM/100ML IV SOLN,Magnesium Sulfate,g,1,g,1,3
MAGNESIUM SULFATE 4 GM/100ML IV SOLN,Magnesium Sulfate,g,2,g,2,531
MAGNESIUM SULFATE 4 GM/100ML IV SOLN,Magnesium Sulfate,g,3,g,3,5
MAGNESIUM SULFATE 4 GM/100ML IV SOLN,Magnesium Sulfate,g,4,g,4,52957
MAGNESIUM SULFATE 4 GM/100ML IV SOLN,Magnesium Sulfate,g,6,g,6,14
MAGNESIUM SULFATE 4 GM/50ML IV SOLN,Magnesium Sulfate,g,4,g,4,1
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN,Magnesium Sulfate,g/hr,6,g/hr,6,1
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN,Magnesium Sulfate,g/hr,3,g/hr,3,2
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN,Magnesium Sulfate,g/hr,2,g/hr,2,1382
MAGNESIUM SULFATE 40 GM/1000ML IV SOLN,Magnesium Sulfate,g/hr,1,g/hr,1,171
MANNITOL 20 % IV SOLN,Mannitol,g,70,g,70,8
MANNITOL 20 % IV SOLN,Mannitol,g,75,g,75,36
MANNITOL 20 % IV SOLN,Mannitol,g,77,g,77,4
MANNITOL 20 % IV SOLN,Mannitol,g,79,g,79,1
MANNITOL 20 % IV SOLN,Mannitol,g,81.1,g,81.1,1
MANNITOL 20 % IV SOLN,Mannitol,g,82,g,82,2
MANNITOL 20 % IV SOLN,Mannitol,g,85,g,85,1
MANNITOL 20 % IV SOLN,Mannitol,g,90,g,90,7
MANNITOL 20 % IV SOLN,Mannitol,g,95,g,95,1
MANNITOL 20 % IV SOLN,Mannitol,g,98,g,98,1
MANNITOL 20 % IV SOLN,Mannitol,mL,100,g,100,3
MANNITOL 20 % IV SOLN,Mannitol,mL,50,g,50,1
MANNITOL 20 % IV SOLN,Mannitol,mL,75,g,75,1
MANNITOL 20 % IV SOLN,Mannitol,mL/min,100,g,100,1
MANNITOL 20 % IV SOLN,Mannitol,g,68,g,68,2
MANNITOL 20 % IV SOLN,Mannitol,g,65,g,65,8
MANNITOL 20 % IV SOLN,Mannitol,g,80,g,80,18
MANNITOL 20 % IV SOLN,Mannitol,g,58,g,58,2
