Unnamed: 0,med_name,is_fluids,fluid_type,med_class,med_subclass
2584,secretin,FALSE,Medication,other,other
1019,selenium,FALSE,Medication,other,other
913,sildenafil,FALSE,Medication,bp_lowering,other
7500,siltuximab,FALSE,Medication,other,other
6375,sincalide,FALSE,Medication,other,other
1200,sirolimus,FALSE,Medication,other,other
728,sodium acetate,TRUE,Electrolyte Solution (Other),other,other
986,sodium benzoate-sodium phenylacetate,FALSE,Medication,other,other
78,sodium bicarbonate,TRUE,Electrolyte Solution (Bicarbonate),fluid_electrolyte,other
221,sodium chloride,FALSE,Medication,other,other
14,Sodium Chloride 0.45% intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other
1,Sodium Chloride 0.9% intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other
154,Sodium Chloride 3%,TRUE,Hypertonic Crystalloid,other,other
2594,sodium citrate,TRUE,Electrolyte Solution (Other),other,other
7101,sodium ferric gluconate complex,FALSE,Medication,other,other
225,sodium glycerophosphate,TRUE,Electrolyte Solution (Phosphate),other,other
292,sodium nitroprusside,FALSE,Medication,bp_lowering,other
175,sodium phosphate,TRUE,Electrolyte Solution (Phosphate),other,other
2340,sodium tetradecyl sulfate,FALSE,Medication,other,other
4644,sodium thiosulfate,FALSE,Medication,other,other
765,Standard PAL Line IV fluid,TRUE,IV Line Fluid,other,other
864,Standard UAC Line IV fluid,TRUE,IV Line Fluid,other,other
1045,Standard UVC Line IV fluid,TRUE,IV Line Fluid,other,other
155,sterile water,TRUE,Sterile Water,other,other
964,streptomycin,FALSE,Medication,anti-infective,aminoglycosides
992,streptozocin,FALSE,Medication,other,other
20,succinylcholine,FALSE,Medication,neuromuscular_blocker,other
329,SUFentanil,FALSE,Medication,analgesic,opioids
1680,sugammadex,FALSE,Medication,reversal_agent,other
343,sulfamethoxazole-trimethoprim,FALSE,Medication,anti-infective,sulphonamides
2602,SUMAtriptan,FALSE,Medication,other,other
208,tacrolimus,FALSE,Medication,other,other
6234,Tagraxofusp-erzs 1000 mcg / 10 mL inj,FALSE,Medication,other,other
9082,tamsulosin,FALSE,Medication,other,other
2030,tbo-filgrastim,FALSE,Medication,other,other
587,telavancin,FALSE,Medication,anti-infective,glycopeptide
704,terbutaline,FALSE,Medication,other,other
975,tetanus-diphth toxoids (Td) adult/adol,FALSE,Medication,other,other
7464,tetracaine,FALSE,Medication,other,other
12,thiamine,FALSE,Medication,vitamin_supplement,other
2116,thiotepa,FALSE,Medication,other,other
2466,thrombin topical,FALSE,Medication,other,other
999,ticagrelor,FALSE,Medication,other,other
1080,ticarcillin-clavulanate,FALSE,Medication,anti-infective,penicillins
235,tigecycline,FALSE,Medication,anti-infective,tetracyclines
442,tirofiban,FALSE,Medication,other,other
376,tobramycin,FALSE,Medication,anti-infective,aminoglycosides
5021,tocilizumab,FALSE,Medication,other,other
2558,topiramate,FALSE,Medication,anticonvulsant,other
2469,topotecan,FALSE,Medication,other,other
1829,trabectedin,FALSE,Medication,other,other
4723,trace elements with selenium,FALSE,Medication,other,other
1037,traMADol,FALSE,Medication,analgesic,opioids
81,tranexamic acid,FALSE,Medication,other,other
1117,trastuzumab,FALSE,Medication,other,other
909,treprostinil,FALSE,Medication,bp_lowering,vasodilator
6561,triamcinolone,FALSE,Medication,corticosteroids,other
1003,trimethobenzamide,FALSE,Medication,other,other
191,tromethamine,FALSE,Medication,other,other
5187,ustekinumab,FALSE,Medication,other,other
373,valproic acid,FALSE,Medication,anticonvulsant,other
15,vancomycin,FALSE,Medication,anti-infective,glycopeptide
3778,Vancomycin Intermittent Dosing by Pharmacist,FALSE,Medication,anti-infective,glycopeptide
1009,Vancomycin Trough Reminder,FALSE,Medication,anti-infective,glycopeptide
31,vasopressin,FALSE,Medication,pressor,vasopressor
227,vecuronium,FALSE,Medication,neuromuscular_blocker,other
826,vedolizumab,FALSE,Medication,other,other
624,verapamil,FALSE,Medication,bp_lowering,other
932,vinBLAStine,FALSE,Medication,other,other
429,vinCRIStine,FALSE,Medication,other,other
730,vinorelbine,FALSE,Medication,other,other
8844,von Willebrand factor,FALSE,Medication,other,other
622,voriconazole,FALSE,Medication,anti-infective,antifungals
338,zidovudine,FALSE,Medication,anti-infective,antiviral
1247,zinc sulfate,FALSE,Medication,other,other
1025,ziprasidone,FALSE,Medication,other,other
621,zoledronic acid,FALSE,Medication,other,other
