med_name,is_fluids,fluid_type,med_class,med_subclass,formulary_name,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,med_name_generic
cladribine,FALSE,Medication,other,other,Cladribine 10 mg/10 mL inj,Not Recorded,10.0 mL,10,mL,10,10.0 mg,mg,10,10.0 mg/10.0 ML,FALSE,FALSE,cladribine
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 15 mg/mL 100mL susp,Not Recorded,100.0 mL,1,mL,100,15.0 mg,mg,15,none,TRUE,FALSE,clindamycin
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 600 mg inj,Not Recorded,none,578,,,600.0 mg,mg,600,none,FALSE,FALSE,clindamycin
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 600 mg/50 mL D5W,Not Recorded,50.0 mL,28328,mL,50,600.0 mg,mg,600,600.0 mg/50.0 ML,TRUE,FALSE,clindamycin in d5w
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 900 mg inj,Not Recorded,none,747,,,900.0 mg,mg,900,none,FALSE,FALSE,clindamycin
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 900 mg/50 mL D5W,Not Recorded,50.0 mL,40914,mL,50,900.0 mg,mg,900,900.0 mg/50.0 ML,TRUE,FALSE,clindamycin in d5w
clindamycin,FALSE,Medication,anti-infective,lincosamides,Clindamycin 900 mg/50mL NS IVPB,Not Recorded,50.0 mL,7960,mL,50,900.0 mg,mg,900,900.0 mg/50.0 ML,TRUE,FALSE,clindamycin in ns
cloNIDine,FALSE,Medication,bp_lowering,other,ClonIDINE 0.3 mg/24 hr patch,Not Recorded,none,1,,,0.3 mg,mg,0.3,none,FALSE,FALSE,clonIDINE
cloNIDine,FALSE,Medication,bp_lowering,other,ClonIDINE HCl 0.1 mg tab,Not Recorded,none,3,,,0.1 mg,mg,0.1,none,FALSE,FALSE,clonIDINE
cloNIDine,FALSE,Medication,bp_lowering,other,ClonIDINE HCl 0.2 mg tab,Not Recorded,none,2,,,0.2 mg,mg,0.2,none,FALSE,FALSE,clonIDINE
,,,,,Clopidogrel 300mg tablet,Not Recorded,none,1,,,300.0 mg,mg,300,none,FALSE,FALSE,
clopidogrel,FALSE,Medication,other,other,Clopidogrel 75 mg tab,Not Recorded,none,2,,,75.0 mg,mg,75,none,FALSE,FALSE,clopidogrel
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation Factor 7a (VIIa) 1000 mcg,Not Recorded,none,215,,,1000.0 mcg,mcg,1000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation Factor 7a (VIIa) 2000 mcg,Not Recorded,none,231,,,2000.0 mcg,mcg,2000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation Factor 7a (VIIa) 5000 mcg,Not Recorded,none,42,,,5000.0 mcg,mcg,5000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation factor 7a (VIIa) 1000 mcg,Not Recorded,none,49,,,1000.0 mcg,mcg,1000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation factor 7a (VIIa) 2000 mcg,Not Recorded,none,642,,,2000.0 mcg,mcg,2000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation factor 7a (VIIa) 5000 mcg,Not Recorded,none,14,,,5000.0 mcg,mcg,5000,none,TRUE,FALSE,coagulation factor 7a (VIIa)
coagulation factor VIIa,FALSE,Medication,other,other,Coagulation factor 7a (VIIa) 8000 mcg,Not Recorded,none,8,,,8000.0 mcg,mcg,8000,none,TRUE,FALSE,coagulation factor VIIa
cocaine topical,FALSE,Medication,other,other,Cocaine 4% 4 mL top solution,Not Recorded,4.0 mL,14,mL,4,none,,,none,TRUE,FALSE,cocaine 4%
colistimethate,FALSE,Medication,anti-infective,polymixin,Colistimethate 150 mg for Inhalation syringe,Not Recorded,none,1,,,150.0 mg,mg,150,none,FALSE,FALSE,colistimethate inhalation in syringe
colistimethate,FALSE,Medication,anti-infective,polymixin,Colistimethate 150 mg inj,Not Recorded,none,12062,,,150.0 mg,mg,150,none,FALSE,FALSE,colistimethate
conivaptan,FALSE,Medication,other,other,Conivaptan 20mg/D5W 100mL,Not Recorded,100.0 mL,64,mL,100,20.0 mg,mg,20,none,TRUE,FALSE,conivaptan/d5w
copper chloride,FALSE,Medication,other,other,Copper chloride 0.4mg/mL 10mL inj,Not Recorded,10.0 mL,1186,mL,10,0.4 mg,mg,0.4,none,FALSE,FALSE,copper chloride
copper sulfate,FALSE,Medication,other,other,Copper sulfate 0.4 mg/mL inj,Not Recorded,none,5,,,0.4 mg,mg,0.4,none,FALSE,FALSE,copper sulfate
corticorelin,FALSE,Medication,other,other,Corticorelin 100 mcg/2 mL  inj,Not Recorded,2.0 mL,2,mL,2,100.0 mcg,mcg,100,100.0 mcg/2.0 ML,FALSE,FALSE,corticorelin
cosyntropin,FALSE,Medication,other,other,Cosyntropin 0.25 mg inj,Not Recorded,none,3176,,,0.25 mg,mg,0.25,none,FALSE,FALSE,cosyntropin
,,,,,Cosyntropin 1mcg/mL/NS neonate syringe,Not Recorded,none,2,,,1.0 mcg,mcg,1,none,FALSE,FALSE,
,,,,,Cyanide Antidote Kit,Not Recorded,none,1,,,none,,,none,FALSE,FALSE,
cyanocobalamin,FALSE,Medication,vitamin_supplement,other,"Cyanocobalamin 1,000 mcg/1 mL inj",Not Recorded,1.0 mL,94,mL,1,1000.0 mcg,mcg,1000,0.0 mcg/1.0 ML,FALSE,FALSE,cyanocobalamin
cyanocobalamin,FALSE,Medication,vitamin_supplement,other,Cyanocobalamin 100 mcg tab,Not Recorded,none,1,,,100.0 mcg,mcg,100,none,FALSE,FALSE,cyanocobalamin
cyanocobalamin,FALSE,Medication,vitamin_supplement,other,Cyanocobalamin 1000 mcg tab,Not Recorded,none,4,,,1000.0 mcg,mcg,1000,none,FALSE,FALSE,cyanocobalamin
cyclophosphamide,FALSE,Medication,other,other,CycloPHOSphamide 1gm/50 mL inj,Not Recorded,50.0 mL,11472,mL,50,1.0 gm,gm,1,none,FALSE,FALSE,cycloPHOSphamide
,,,,,CycloPHOSphamide 2 gm inj,Not Recorded,none,2,,,2.0 gm,gm,2,none,FALSE,FALSE,
,,,,,CycloSPORINE 100 mg/mL Sol(Sandimmune) 50 mL,Not Recorded,50.0 mL,1,mL,50,100.0 mg,mg,100,none,TRUE,FALSE,
cycloSPORINE,FALSE,Medication,other,other,CycloSPORINE 250 mg/5 mL inj,Not Recorded,5.0 mL,3077,mL,5,250.0 mg,mg,250,250.0 mg/5.0 ML,FALSE,FALSE,cycloSPORINE
cyclophosphamide,FALSE,Medication,other,other,Cyclophosphamide 500 mg inj,Not Recorded,none,418,,,500.0 mg,mg,500,none,FALSE,FALSE,cyclophosphamide
cyclophosphamide,FALSE,Medication,other,other,Cyclophosphamide 500mg/25mL inj,Not Recorded,25.0 mL,11,mL,25,500.0 mg,mg,500,500.0 mg/25.0 ML,FALSE,FALSE,cyclophosphamide
cytarabine,FALSE,Medication,other,other,Cytarabine 100 mg / 5 mL inj,Not Recorded,5.0 mL,388,mL,5,100.0 mg,mg,100,100.0 mg/5.0 ML,FALSE,FALSE,cytarabine
cytarabine,FALSE,Medication,other,other,Cytarabine 2000 mg/20 mL inj,Not Recorded,20.0 mL,10392,mL,20,2000.0 mg,mg,2000,2000.0 mg/20.0 ML,FALSE,FALSE,cytarabine
cytarabine,FALSE,Medication,other,other,Cytarabine 500 mg / 5 mL  inj,Not Recorded,5.0 mL,49,mL,5,500.0 mg,mg,500,500.0 mg/5.0 ML,FALSE,FALSE,cytarabine
cytomegalovirus immune globulin,FALSE,Medication,other,other,Cytomegalvirus Glob 2.5gm/50mL IV,Not Recorded,50.0 mL,345,mL,50,2.5 gm,gm,2.5,none,TRUE,FALSE,cytomegalovirus globulin
Dextrose 10% with 0.2% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D10W 0.2%NS 250  mL bag,Not Recorded,250.0 mL,293,mL,250,0.20%,%,0.2,none,TRUE,FALSE,d10.2ns
D10W 0.45%NS,TRUE,Hypertonic Crystalloid,other,other,D10W 0.45%NS 250mL,Not Recorded,250.0 mL,1,mL,250,0.45%,%,0.45,none,TRUE,FALSE,D10W 0.45%NS
Dextrose 10% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D10W 1000 mL IV bag,Not Recorded,1000.0 mL,202556,mL,1000,none,,,none,TRUE,FALSE,d10w
,,,,,D10W 25 gm/250 mL inj,Not Recorded,250.0 mL,7683,mL,250,25.0 gm,gm,25,none,FALSE,FALSE,
Dextrose 10% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D10W 500 mL iv bag,Not Recorded,500.0 mL,9212,mL,500,none,,,none,TRUE,FALSE,d10w
D12.5W 0.2%NS,TRUE,Hypertonic Crystalloid,other,other,D12.5W 0.2%NS 250mL,Not Recorded,250.0 mL,16,mL,250,0.20%,%,0.2,none,TRUE,FALSE,D12.5W 0.2%NS
D12.5W 0.45%NS,TRUE,Hypertonic Crystalloid,other,other,D12.5W 0.45%NS 250mL,Not Recorded,250.0 mL,20,mL,250,0.45%,%,0.45,none,TRUE,FALSE,D12.5W 0.45%NS
D12.5%W,TRUE,Hypertonic Crystalloid,other,other,D12.5W 250ml,Not Recorded,250.0 mL,1,mL,250,none,,,none,TRUE,FALSE,D12.5W
D15%W 250 ml,TRUE,Hypertonic Crystalloid,other,other,D15%W 250 ml,Not Recorded,250.0 mL,1,mL,250,15.00%,%,15,none,TRUE,FALSE,D15W
D20W 0.2%NS,TRUE,Hypertonic Crystalloid,other,other,D20W 0.2%NS 250mL,Not Recorded,250.0 mL,6,mL,250,0.20%,%,0.2,none,TRUE,FALSE,D20W 0.2%NS
D20W,TRUE,Hypertonic Crystalloid,other,other,D20W 250mL,Not Recorded,250.0 mL,218,mL,250,none,,,none,TRUE,FALSE,D20W
Dextrose 20% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D20W 500 mL IV bag,Not Recorded,500.0 mL,51454,mL,500,none,,,none,TRUE,FALSE,dextrose 20%
D25W 250mL,TRUE,Hypertonic Crystalloid,other,other,D25W 250mL,Not Recorded,250.0 mL,2,mL,250,none,,,none,TRUE,FALSE,D25W
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.2NS + 20 mEq KCl 1000 mL IV,Not Recorded,1000.0 mL,745,mL,1000,20.0 mEq,mEq,20,none,TRUE,FALSE,d5w.2ns + kcl
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.2NS + 40 mEq KCl 1000 mL IV,Not Recorded,1000.0 mL,116,mL,1000,40.0 mEq,mEq,40,none,TRUE,FALSE,d5w.2ns + kcl
Dextrose 5% with 0.2% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.2NS 1000 mL IV bag,Not Recorded,1000.0 mL,11363,mL,1000,none,,,none,TRUE,FALSE,d5.2ns
Dextrose 5% with 0.2% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.2NS 500 mL IV bag,Not Recorded,500.0 mL,55,mL,500,none,,,none,TRUE,FALSE,d5.2ns
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS + 10 mEq KCl 1000 mL IV,Not Recorded,1000.0 mL,45322,mL,1000,10.0 mEq,mEq,10,none,TRUE,FALSE,d5.45ns + kcl
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS + 20 mEq KCl 1000 ml  IV,Not Recorded,1000.0 mL,806311,mL,1000,20.0 mEq,mEq,20,none,TRUE,FALSE,d5.45ns + kcl
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS + 30 mEq KCl 1000 mL IV,Not Recorded,1000.0 mL,1609,mL,1000,30.0 mEq,mEq,30,none,TRUE,FALSE,d5.45ns + kcl
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS + 40 mEq KCl 1000 mL IV,Not Recorded,1000.0 mL,20045,mL,1000,40.0 mEq,mEq,40,none,TRUE,FALSE,d5.45ns + kcl
Dextrose 5% with 0.45% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS 1000 mL IV bag,Not Recorded,1000.0 mL,1151341,mL,1000,none,,,none,TRUE,FALSE,d5.45ns
Dextrose 5% with 0.45% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS 1000 mL for chemo,Not Recorded,1000.0 mL,1510,mL,1000,none,,,none,TRUE,FALSE,d5.45ns
Dextrose 5% with 0.45% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5.45NS 500 mL IV bag,Not Recorded,500.0 mL,1915,mL,500,none,,,none,TRUE,FALSE,d5.45ns
Dextrose 5% in Lactated Ringers with KCl 20 mEq/l intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,D5LR + 20 mEq KCl 1000mL,Not Recorded,1000.0 mL,2985,mL,1000,20.0 mEq,mEq,20,none,TRUE,FALSE,d5lr + kcl
Dextrose 5% in Lactated Ringers intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,D5LR 1000 mL IV bag,Not Recorded,1000.0 mL,170271,mL,1000,none,,,none,TRUE,FALSE,d5lr
Dextrose 5% in Lactated Ringers intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,D5LR 500 mL iv bag,Not Recorded,500.0 mL,115,mL,500,none,,,none,TRUE,FALSE,D5LR
Dextrose 5% with 0.9% NaCl intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,D5NS 1000 mL IV bag,Not Recorded,1000.0 mL,448514,mL,1000,none,,,none,TRUE,FALSE,d5ns
Dextrose 5% with 0.9% NaCl intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,D5NS 500 mL IV bag,Not Recorded,500.0 mL,1043,mL,500,none,,,none,TRUE,FALSE,d5ns
Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5NS+20 mEq KCl 1000 mL IV bag,Not Recorded,1000.0 mL,63122,mL,1000,20.0 mEq,mEq,20,none,TRUE,FALSE,d5ns + kcl
Dextrose 5% in Water with KCl 20 mEq/l intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W + 20 mEq KCl 1000 mL IV bag,Not Recorded,1000.0 mL,10295,mL,1000,20.0 mEq,mEq,20,none,TRUE,FALSE,d5w + kcl
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 100 mL (Polyolefin),Not Recorded,100.0 mL,23702,mL,100,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 100 mL IV bag,Not Recorded,100.0 mL,34853,mL,100,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 100 mL IV bag chemo,Not Recorded,100.0 mL,114,mL,100,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 1000 mL (Polyolefin),Not Recorded,1000.0 mL,160,mL,1000,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 1000 mL (Polyolefin) for chemo,Not Recorded,1000.0 mL,15,mL,1000,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 1000 mL IV bag,Not Recorded,1000.0 mL,711070,mL,1000,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 1000 mL IV bag for chemo,Not Recorded,1000.0 mL,221,mL,1000,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 150 mL IV bag,Not Recorded,150.0 mL,2668,mL,150,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 150 mL IV bag for chemo,Not Recorded,150.0 mL,58,mL,150,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 250 mL IV bag,Not Recorded,250.0 mL,195577,mL,250,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 250 mL IV bag for chemo,Not Recorded,250.0 mL,350,mL,250,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 250mL (Polyolefin),Not Recorded,250.0 mL,639400,mL,250,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 250mL (Polyolefin) for chemo,Not Recorded,250.0 mL,223,mL,250,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 50 mL IV bag,Not Recorded,50.0 mL,30895,mL,50,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 50 mL IV bag for chemo,Not Recorded,50.0 mL,584,mL,50,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 50 mL IV bottle,Not Recorded,50.0 mL,3,mL,50,none,,,none,TRUE,FALSE,d5w btl
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 500 mL (Polyolefin),Not Recorded,500.0 mL,557952,mL,500,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 500 mL (Polyolefin) for chemo,Not Recorded,500.0 mL,782,mL,500,none,,,none,TRUE,FALSE,d5w (polyolefin) for chemo
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 500 mL IV bag,Not Recorded,500.0 mL,29085,mL,500,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 500 mL IV bag for chemo,Not Recorded,500.0 mL,483,mL,500,none,,,none,TRUE,FALSE,d5w
Dextrose 5% in Water intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,D5W 50mL (Polyolefin),Not Recorded,50.0 mL,7,mL,50,none,,,none,TRUE,FALSE,d5w (polyolefin)
Dextrose 70% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D70W 1000mL IV bag,Not Recorded,1000.0 mL,264,mL,1000,none,,,none,TRUE,FALSE,d70w
Dextrose 70% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D70W 2000 mL IV bag,Not Recorded,2000.0 mL,419,mL,2000,none,,,none,TRUE,FALSE,d70w
Dextrose 70% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,D70W 500 mL IV bag,Not Recorded,500.0 mL,118,mL,500,none,,,none,TRUE,FALSE,d70w
DACTINomycin,FALSE,Medication,other,other,DACTINOmycin 0.5 mg inj,Not Recorded,none,44,,,0.5 mg,mg,0.5,none,FALSE,FALSE,DACTINOmycin
DAPTOmycin,FALSE,Medication,anti-infective,lipopeptide,DAPTOmycin 350 mg inj,Not Recorded,none,16976,,,350.0 mg,mg,350,none,FALSE,FALSE,DAPTOmycin
DAPTOmycin,FALSE,Medication,anti-infective,lipopeptide,DAPTOmycin 50 mg/mL inj,Not Recorded,none,2526,,,50.0 mg,mg,50,none,FALSE,FALSE,DAPTOmycin
DAUNOrubicin,FALSE,Medication,other,other,DAUNOrubicin 20 mg inj,Not Recorded,none,240,,,20.0 mg,mg,20,none,FALSE,FALSE,DAUNOrubicin
DAUNOrubicin,FALSE,Medication,other,other,DAUNOrubicin 5 mg/ml injection,Not Recorded,none,94,,,5.0 mg,mg,5,none,FALSE,FALSE,DAUNOrubicin
DOBUTamine,FALSE,Medication,pressor,inotrope,DOBUTamine 250 mg/20 mL inj,Microgram/Kilogram/Minute,20.0 mL,27450,mL,20,250.0 mg,mg,250,250.0 mg/20.0 ML,FALSE,FALSE,DOBUTamine
DOBUTamine,FALSE,Medication,pressor,inotrope,DOBUTamine 250 mg/20 mL inj ADD,Not Recorded,20.0 mL,54,mL,20,250.0 mg,mg,250,250.0 mg/20.0 ML,FALSE,FALSE,DOBUTamine
DOCEtaxel,FALSE,Medication,other,other,DOCEtaxel 10 mg/mL inj,Not Recorded,none,8,,,10.0 mg,mg,10,none,FALSE,FALSE,DOCEtaxel
DOCEtaxel,FALSE,Medication,other,other,DOCEtaxel 20mg/1mL inj,Not Recorded,1.0 mL,36,mL,1,20.0 mg,mg,20,20.0 mg/1.0 ML,FALSE,FALSE,DOCEtaxel
DOCEtaxel,FALSE,Medication,other,other,DOCEtaxel 80mg/4mL inj,Not Recorded,4.0 mL,38,mL,4,80.0 mg,mg,80,80.0 mg/4.0 ML,FALSE,FALSE,DOCEtaxel
DOPamine,FALSE,Medication,pressor,inotrope,DOPamine 200 mg/5mL inj,Microgram/Kilogram/Minute,5.0 mL,996,mL,5,200.0 mg,mg,200,200.0 mg/5.0 ML,FALSE,FALSE,DOPamine
DOPamine,FALSE,Medication,pressor,inotrope,DOPamine 400 mg/5 mL inj,Microgram/Kilogram/Minute,5.0 mL,1740,mL,5,400.0 mg,mg,400,400.0 mg/5.0 ML,FALSE,FALSE,DOPamine
DOPamine,FALSE,Medication,pressor,inotrope,DOPamine 400mg/10mL inj,Microgram/Kilogram/Minute,10.0 mL,1526,mL,10,400.0 mg,mg,400,400.0 mg/10.0 ML,FALSE,FALSE,DOPamine
DOXOrubicin,FALSE,Medication,other,other,DOXOrubicin  LYOPH 50mg for orderset only,Not Recorded,none,2,,,50.0 mg,mg,50,none,TRUE,FALSE,DOXOrubicin LYOPH
DOXOrubicin,FALSE,Medication,other,other,DOXOrubicin  LYOPHILIZED 50mg inj,Not Recorded,none,22,,,50.0 mg,mg,50,none,FALSE,FALSE,DOXOrubicin LYOPH
DOXOrubicin,FALSE,Medication,other,other,DOXOrubicin 2 mg/mL PF 25mL for orderset only,Not Recorded,25.0 mL,112,mL,25,2.0 mg,mg,2,none,TRUE,FALSE,DOXOrubicin
DOXOrubicin,FALSE,Medication,other,other,DOXOrubicin 2 mg/mL PF soln. 25mL,Not Recorded,25.0 mL,7396,mL,25,2.0 mg,mg,2,none,TRUE,FALSE,DOXOrubicin
DOXOrubicin,FALSE,Medication,other,other,DOXOrubicin PFS 10 mg/5 mL inj,Not Recorded,5.0 mL,737,mL,5,10.0 mg,mg,10,10.0 mg/5.0 ML,FALSE,FALSE,DOXOrubicin
DOXOrubicin liposomal,FALSE,Medication,other,other,DOXOrubicin liposomal 2 mg/mL (Lipodox),Not Recorded,none,11,,,2.0 mg,mg,2,none,TRUE,FALSE,DOXOrubicin liposomal
DOXOrubicin liposomal,FALSE,Medication,other,other,DOXOrubicin liposomal 20mg/ 10 mL inj,Not Recorded,10.0 mL,78,mL,10,20.0 mg,mg,20,20.0 mg/10.0 ML,FALSE,FALSE,DOXOrubicin hcl liposome
dacarbazine,FALSE,Medication,other,other,Dacarbazine 200mg inj,Not Recorded,none,90,,,200.0 mg,mg,200,none,FALSE,FALSE,dacarbazine
dalbavancin,FALSE,Medication,anti-infective,glycopeptide,Dalbavancin 500 mg/25ml  inj,Not Recorded,25.0 mL,162,mL,25,500.0 mg,mg,500,500.0 mg/25.0 ML,FALSE,FALSE,dalbavancin
dalfopristin-quinupristin,FALSE,Medication,anti-infective,streptogramin,Dalfopristin-Quinupristin 500 mg inj,Not Recorded,none,20,,,500.0 mg,mg,500,none,FALSE,FALSE,dalfopristin-quinupristin
dantrolene,FALSE,Medication,other,other,Dantrolene 100 mg cap,Not Recorded,none,1,,,100.0 mg,mg,100,none,FALSE,FALSE,dantrolene
dantrolene,FALSE,Medication,other,other,Dantrolene 20 mg inj,Not Recorded,none,40,,,20.0 mg,mg,20,none,FALSE,FALSE,dantrolene
dantrolene,FALSE,Medication,other,other,Dantrolene 250 mg inj,Not Recorded,none,44,,,250.0 mg,mg,250,none,FALSE,FALSE,dantrolene
DAPTOmycin,FALSE,Medication,anti-infective,lipopeptide,Daptomycin 500mg for IVPB,Not Recorded,none,15274,,,500.0 mg,mg,500,none,TRUE,FALSE,daptomycin
DAPTOmycin,FALSE,Medication,anti-infective,lipopeptide,Daptomycin 5mg/ml /LR 2mL lock soln.,Not Recorded,2.0 mL,7,mL,2,5.0 mg,mg,5,none,TRUE,FALSE,daptomycin in LR lock soln.
daratumumab,FALSE,Medication,other,other,Daratumumab 400mg/20mL inj.,Not Recorded,20.0 mL,4,mL,20,400.0 mg,mg,400,400.0 mg/20.0 ML,FALSE,FALSE,daratumumab
darbepoetin alfa,FALSE,Medication,other,other,Darbepoetin Alfa 25 mcg/0.42 mL syr.,Not Recorded,0.42 mL,47,mL,0.42,25.0 mcg,mcg,25,25.0 mcg/0.42 ML,FALSE,FALSE,darbepoetin alfa
darbepoetin alfa,FALSE,Medication,other,other,Darbepoetin Alfa 40 mcg/0.4 mL syr.,Not Recorded,0.4 mL,219,mL,0.4,40.0 mcg,mcg,40,40.0 mcg/0.4 ML,FALSE,FALSE,darbepoetin alfa
,,,,,Darbepoetin Alfa 40 mcg/0.4 mL syringe,Not Recorded,0.4 mL,2,mL,0.4,40.0 mcg,mcg,40,40.0 mcg/0.4 ML,FALSE,FALSE,
darbepoetin alfa,FALSE,Medication,other,other,Darbepoetin alfa 100 mcg/0.5 mL syr. For Dialysis,Not Recorded,0.5 mL,106,mL,0.5,100.0 mcg,mcg,100,100.0 mcg/0.5 ML,FALSE,FALSE,darbepoetin alfa
darbepoetin alfa,FALSE,Medication,other,other,Darbepoetin alfa 100 mcg/0.5 mL syringe,Not Recorded,0.5 mL,145,mL,0.5,100.0 mcg,mcg,100,100.0 mcg/0.5 ML,FALSE,FALSE,darbepoetin alfa
darbepoetin alfa,FALSE,Medication,other,other,Darbepoetin alfa 100 mcg/0.5 mL syringe- APPRISE,Not Recorded,0.5 mL,3,mL,0.5,100.0 mcg,mcg,100,100.0 mcg/0.5 ML,FALSE,FALSE,darbepoetin alfa
