Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,Unnamed: 8,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,is_fluids
1215,NS 1000 mL IV bag,NS,Not Recorded,1000.0 mL,7255566,mL,1000.0,,none,,,none,True,False,False
1216,NS 1000 mL IV bag for chemo,ns,Not Recorded,1000.0 mL,6608,mL,1000.0,,none,,,none,True,False,False
1217,NS 1000 mL btl for manufacturing,ns,Not Recorded,1000.0 mL,4,mL,1000.0,,none,,,none,True,False,False
1218,NS 1000 mL irrigation  btl,ns irrigation btl,Not Recorded,1000.0 mL,12,mL,1000.0,,none,,,none,True,False,False
1219,NS 100mL (polyolefin),nacl 0.9% (polyolefin),Not Recorded,100.0 mL,19458,mL,100.0,,none,,,none,True,False,False
1220,NS 10mL flush syr,saline flush,Not Recorded,10.0 mL,1349,mL,10.0,,none,,,none,False,False,False
1221,NS 10ml PF vial,ns pf,Not Recorded,10.0 mL,184,mL,10.0,,none,,,none,True,False,False
1222,NS 150 mL IV bag,nacl 0.9%,Not Recorded,150.0 mL,1929,mL,150.0,,none,,,none,True,False,False
1223,NS 150 mL IV bag for chemo,nacl 0.9%,Not Recorded,150.0 mL,585,mL,150.0,,none,,,none,True,False,False
1224,NS 2000 mL Irrigation bag,nacl 0.9%,Not Recorded,2000.0 mL,2,mL,2000.0,,none,,,none,True,False,False
1225,NS 250 mL IV bag,nacl 0.9%,Not Recorded,250.0 mL,779191,mL,250.0,,none,,,none,True,False,False
1226,NS 250 mL IV bag for IV Set,nacl 0.9%,Not Recorded,250.0 mL,14611,mL,250.0,,none,,,none,True,False,False
1227,NS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded,250.0 mL,18498,mL,250.0,,none,,,none,True,False,False
1228,NS 250 mL IV btl,nacl 0.9% bottle,Not Recorded,250.0 mL,5463,mL,250.0,,none,,,none,True,False,False
1229,NS 250 mL IV btl for chemo,nacl 0.9%,Not Recorded,250.0 mL,59,mL,250.0,,none,,,none,True,False,False
1230,NS 250 mL Prime bag for Chemo,nacl 0.9%,Not Recorded,250.0 mL,15,mL,250.0,,none,,,none,True,False,False
1231,NS 250mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,250.0 mL,461957,mL,250.0,,none,,,none,True,False,False
1232,NS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,250.0 mL,495,mL,250.0,,none,,,none,True,False,False
1233,NS 250mL bag for narc drip,nacl 0.9%,Not Recorded,250.0 mL,83347,mL,250.0,,none,,,none,True,False,False
1234,NS 30 mL Bacteriostatic inj,sodium chloride bacteriostatic,Not Recorded,30.0 mL,1,mL,30.0,,none,,,none,False,False,False
1235,NS 3000 mL Irrigation bag,ns irrigation,Not Recorded,3000.0 mL,12,mL,3000.0,,none,,,none,True,False,False
1236,NS 3mL flush,saline flush,Not Recorded,3.0 mL,6,mL,3.0,,none,,,none,True,False,False
1237,NS 50 mL IV bag,nacl 0.9%,Not Recorded,50.0 mL,1555074,mL,50.0,,none,,,none,True,False,False
1238,NS 50 mL IV bag for chemo,nacl 0.9%,Not Recorded,50.0 mL,11616,mL,50.0,,none,,,none,True,False,False
1239,NS 500 mL IV bag,nacl 0.9%,Not Recorded,500.0 mL,395487,mL,500.0,,none,,,none,True,False,False
1240,NS 500 mL IVPB,nacl 0.9%,Not Recorded,500.0 mL,187,mL,500.0,,none,,,none,True,False,False
1241,NS 500 mL irrigation btl,nacl 0.9%,Not Recorded,500.0 mL,3,mL,500.0,,none,,,none,True,False,False
1242,NS 500mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,500.0 mL,7316,mL,500.0,,none,,,none,True,False,False
1243,NS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,500.0 mL,9861,mL,500.0,,none,,,none,True,False,False
1244,NS 500mL IV bag for chemo,nacl 0.9%,Not Recorded,500.0 mL,10335,mL,500.0,,none,,,none,True,False,False
1245,NS Continuous Bladder Irrigation 3000mL,NS Bladder Irrigation,Not Recorded,3000.0 mL,1,mL,3000.0,,none,,,none,True,False,False
1246,NS PCA,nacl 0.9%,Not Recorded,none,59082,,,,none,,,none,True,False,False
1247,NS inj (Preservative Free),ns pf,Not Recorded,none,147,,,,none,,,none,False,False,False
1248,NS inj (Preservative Free),ns pf.,Not Recorded,none,56,,,,none,,,none,False,False,False
1249,NS+20 mEq KCl 1000 mL IV bag,ns + kcl,Not Recorded,1000.0 mL,77705,mL,1000.0,,20.0 mEq,mEq,20.0,none,True,False,False
1250,NS+40 mEq KCl 1000 mL,ns + kcl,Not Recorded,1000.0 mL,17456,mL,1000.0,,40.0 mEq,mEq,40.0,none,True,False,False
1251,NTG 0.3 mg=1/200Gr SL tab,nitroglycerin,Not Recorded,none,1,,,,0.3 mg,mg,0.3,none,False,False,False
1252,NTG 0.4 mg=1/150Gr SL tab,nitroglycerin,Not Recorded,none,149,,,,0.4 mg,mg,0.4,none,False,False,False
1253,NTG Aerosol Spray,nitroglycerin,Not Recorded,none,45,,,,none,,,none,False,False,False
1254,NaCl conc 23.4% (4meq/mL) for compounding,na chloride conc(23.4%),Not Recorded,none,11938,,,,4.0 mEq,mEq,4.0,none,True,False,False
1255,NaCl conc 23.4% 5mL syr,na chloride conc(23.4%),Not Recorded,5.0 mL,5,mL,5.0,,none,,,none,False,False,False
1256,NaCl conc 23.4% 5mL syr (Dialysis),na chloride conc(23.4%),Not Recorded,5.0 mL,5,mL,5.0,,none,,,none,False,False,False
1257,Nafcillin 0.01mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7,,,,0.01 mg,mg,0.01,none,True,False,False
1258,Nafcillin 0.1mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7,,,,0.1 mg,mg,0.1,none,True,False,False
1259,Nafcillin 10 gm inj,nafcillin,Not Recorded,none,6300,,,,10.0 gm,gm,10.0,none,False,False,False
1260,Nafcillin 10mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8,,,,10.0 mg,mg,10.0,none,True,False,False
1261,Nafcillin 1gm inj,nafcillin,Not Recorded,none,72,,,,1.0 gm,gm,1.0,none,False,False,False
1262,Nafcillin 1gm/50 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,50.0 mL,5,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1263,Nafcillin 1gm/50mL NS,nafcillin/ns,Not Recorded,50.0 mL,265,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1264,Nafcillin 20mg/mL neonate syringe,nafcillin/ns in syringe,Not Recorded,none,32,,,,20.0 mg,mg,20.0,none,False,False,False
1265,Nafcillin 2gm Desensitization Rx Protocol- initiate,Nafcillin 2gm Desensitization Rx Protocol- initiate,Not Recorded,none,1,,,,2.0 gm,gm,2.0,none,True,False,False
1266,Nafcillin 2gm inj,nafcillin,Not Recorded,none,1714,,,,2.0 gm,gm,2.0,none,False,False,False
1267,Nafcillin 2gm/100 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,100.0 mL,853,mL,100.0,,2.0 gm,gm,2.0,none,True,False,False
1268,Nafcillin 2gm/100mL NS IVPB,nafcillin/ns,Not Recorded,100.0 mL,15681,mL,100.0,,2.0 gm,gm,2.0,none,True,False,False
1269,Nafcillin 50mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8,,,,50.0 mg,mg,50.0,none,True,False,False
1270,Nalbuphine 10 mg/1 mL inj,nalbuphine,Not Recorded,1.0 mL,11403,mL,1.0,,10.0 mg,mg,10.0,10.0 mg/1.0 ML,False,False,False
1271,Nalbuphine 20 mg/1 mL inj,nalbuphine,Not Recorded,1.0 mL,2168,mL,1.0,,20.0 mg,mg,20.0,20.0 mg/1.0 ML,False,False,False
1272,Naloxone (HIGH CONCENTRATION)  2 mg/2 mL syringe,naloxone,Not Recorded,2.0 mL,769,mL,2.0,,2.0 mg,mg,2.0,2.0 mg/2.0 ML,False,False,False
1273,Naloxone 0.4 mg/ 1 mL inj,naloxone,Not Recorded,1.0 mL,23004,mL,1.0,,0.4 mg,mg,0.4,0.4 mg/1.0 ML,False,False,False
1274,Nelarabine 250 mg/ 50mL inj,nelarabine,Not Recorded,50.0 mL,81,mL,50.0,,250.0 mg,mg,250.0,250.0 mg/50.0 ML,False,False,False
1275,Neonatal TPN,Neonatal TPN,Not Recorded,none,1633,,,,none,,,none,True,False,False
1276,Neonate Hyperalimentation,Hyperalimentation neonate,Not Recorded,none,938,,,,none,,,none,True,False,False
1277,Neonate Starter Hyperal 250mL,neonate starter hyperal,Not Recorded,250.0 mL,50,mL,250.0,,none,,,none,True,False,False
1278,Neostigmine 1 mg/mL 10 mL inj,neostigmine,Not Recorded,10.0 mL,317,mL,10.0,,1.0 mg,mg,1.0,none,False,False,False
1279,Neostigmine 1 mg/mL inj,neostigmine,Not Recorded,none,12,,,,1.0 mg,mg,1.0,none,False,False,False
1280,Neostigmine 3mg/3mL inj,neostigmine,Not Recorded,3.0 mL,1,mL,3.0,,3.0 mg,mg,3.0,3.0 mg/3.0 ML,False,False,False
1281,Neostigmine 3mg/3mL inj,neostimine,Not Recorded,3.0 mL,18,mL,3.0,,3.0 mg,mg,3.0,3.0 mg/3.0 ML,False,False,False
1282,Neostigmine 5mg/5mL Syr for Pyxis,neostigmine,Not Recorded,5.0 mL,1,mL,5.0,,5.0 mg,mg,5.0,5.0 mg/5.0 ML,False,False,False
1283,NiCARdipine 100mcg/mL 10 mL-OR syringe,niCARdipine,Not Recorded,10.0 mL,13424,mL,10.0,,100.0 mcg,mcg,100.0,none,False,False,False
1284,NiCARdipine 25mg/10mL inj,niCARdipine,Milligram/Hour,10.0 mL,13873,mL,10.0,,25.0 mg,mg,25.0,25.0 mg/10.0 ML,False,False,False
1285,NiCARdipine 30 mg cap,niCARdipine,Not Recorded,none,6,,,,30.0 mg,mg,30.0,none,False,False,False
1286,Nicardipine 1.25mg/6.25mL ECT syringe,nicardipine syringe,Not Recorded,6.25 mL,2,mL,6.25,,1.25 mg,mg,1.25,1.25 mg/6.25 ML,False,False,False
1287,Nitroglycerin 100mcg/mL for Cath Lab,nitroglycerin,Not Recorded,none,1348,,,,100.0 mcg,mcg,100.0,none,True,False,False
1288,Nitroglycerin 2% Oint 1 gm,nitroglycerin 2% 1 gm,Not Recorded,none,19,,,,1.0 gm,gm,1.0,none,True,False,False
1289,Nitroglycerin 200mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,10.0 mL,8,mL,10.0,,200.0 mcg,mcg,200.0,none,False,False,False
1290,Nitroglycerin 25 mg/5 mL inj,nitroglycerin,Not Recorded,5.0 mL,4,mL,5.0,,25.0 mg,mg,25.0,25.0 mg/5.0 ML,False,False,False
1291,Nitroglycerin 50 mg/ 10 mL inj,nitroglycerin,Not Recorded,10.0 mL,3558,mL,10.0,,50.0 mg,mg,50.0,50.0 mg/10.0 ML,False,False,False
1292,Nitroglycerin 50mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,10.0 mL,11540,mL,10.0,,50.0 mcg,mcg,50.0,none,False,False,False
1293,Nitroprusside 50 mg/ 2 mL inj,nitroprusside,Not Recorded,2.0 mL,6338,mL,2.0,,50.0 mg,mg,50.0,50.0 mg/2.0 ML,False,False,False
1294,Normosol-R Ph 7.4 1000mL bag,electrolytes,Not Recorded,1000.0 mL,4,mL,1000.0,,none,,,none,True,False,False
1295,Not Recorded,Not Recorded,Micrograms/Minute,none,993111,,,,none,,,none,True,False,False
1296,OXALIplatin 100mg inj,OXALIplatin,Not Recorded,none,202,,,,100.0 mg,mg,100.0,none,False,False,False
1297,OXALIplatin 50 mg inj,OXALIplatin,Not Recorded,none,34,,,,50.0 mg,mg,50.0,none,False,False,False
1298,Octreotide  100 mcg/1mL inj,octreotide,Not Recorded,1.0 mL,3473,mL,1.0,,100.0 mcg,mcg,100.0,100.0 mcg/1.0 ML,False,False,False
1299,Octreotide  500  mcg/1 mL  inj,octreotide,Not Recorded,1.0 mL,549,mL,1.0,,500.0 mcg,mcg,500.0,500.0 mcg/1.0 ML,False,False,False
1300,Octreotide  500  mcg/1 mL  inj ADD,octreotide add,Not Recorded,1.0 mL,124691,mL,1.0,,500.0 mcg,mcg,500.0,500.0 mcg/1.0 ML,False,False,False
1301,Octreotide 1 mg/mL 5 mL inj,octreotide,Not Recorded,5.0 mL,111,mL,5.0,,1.0 mg,mg,1.0,none,False,False,False
1302,Octreotide 10 mcg/mL neonate syringe,octreotide,Not Recorded,none,3,,,,10.0 mcg,mcg,10.0,none,False,False,False
1303,Octreotide 100 mcg/0.2 mL syringe,octreotide,Not Recorded,0.2 mL,4,mL,0.2,,100.0 mcg,mcg,100.0,100.0 mcg/0.2 ML,False,False,False
1304,Octreotide 20 mg/5 mL LAR inj,octreotide,Not Recorded,5.0 mL,1,mL,5.0,,20.0 mg,mg,20.0,20.0 mg/5.0 ML,False,False,False
1305,Octreotide 30 mg LAR Kit,octreotide,Not Recorded,none,6,,,,30.0 mg,mg,30.0,none,True,False,False
1306,Olanzapine 10 mg IM,olanzapine,Not Recorded,none,191,,,,10.0 mg,mg,10.0,none,True,False,False
1307,Ondansetron 4 mg ODT,ondansetron ODT,Not Recorded,none,112,,,,4.0 mg,mg,4.0,none,True,False,False
1308,Ondansetron 4 mg tab,ondansetron,Not Recorded,none,85,,,,4.0 mg,mg,4.0,none,False,False,False
1309,Ondansetron 4 mg/2 mL inj,ondansetron,Not Recorded,2.0 mL,1337705,mL,2.0,,4.0 mg,mg,4.0,4.0 mg/2.0 ML,False,False,False
1310,Ondansetron 40 mg/20 mL inj (MDV),ondansetron,Not Recorded,20.0 mL,1423,mL,20.0,,40.0 mg,mg,40.0,40.0 mg/20.0 ML,False,False,False
1311,Ondansetron 8 mg tab,ondansetron,Not Recorded,none,33,,,,8.0 mg,mg,8.0,none,False,False,False
1312,Ondansetron 8mg/NS IVPB,ondansetron/ns,Not Recorded,none,29,,,,8.0 mg,mg,8.0,none,True,False,False
1313,Ophth. Lubricant (Refresh P.M.) 3.5 gm,ophthalmic lubricant,Not Recorded,none,2,,,,3.5 gm,gm,3.5,none,True,False,False
1314,Oxacillin 1000mg inj,oxacillin,Not Recorded,none,323,,,,1000.0 mg,mg,1000.0,none,False,False,False
1315,Oxacillin 40mg/mL/NS neonate syringe,oxacillin in NS syringe,Not Recorded,none,42,,,,40.0 mg,mg,40.0,none,False,False,False
1316,Oxymetazoline 0.05% nasal spray 15 mL,oxymetazoline 0.05%,Not Recorded,15.0 mL,229,mL,15.0,,none,,,none,False,False,False
1317,Oxytocin 10 units/ 1 mL inj,oxytocin,Not Recorded,1.0 mL,2422,mL,1.0,,10.0 unit,unit,10.0,10.0 unit/1.0 ML,False,False,False
1318,Oxytocin 10 units/mL inj 10mL,oxytocin,Not Recorded,10.0 mL,45,mL,10.0,,10.0 unit,unit,10.0,none,False,False,False
1319,Oxytocin 15 unit(s)/NS 250mL (Induction),oxytocin/ns,Not Recorded,250.0 mL,65537,mL,250.0,,15.0 unit,unit,15.0,none,True,False,False
1320,Oxytocin 20 unit(s)/LR 1000mL (Infusion),oxytocin/LR,Not Recorded,1000.0 mL,21097,mL,1000.0,,20.0 unit,unit,20.0,none,True,False,False
1321,Oxytocin 20 units/1000 mL NS for infusion,oxytocin in NS,Not Recorded,1000.0 mL,8722,mL,1000.0,,20.0 unit,unit,20.0,20.0 unit/1000.0 ML,True,False,False
1322,Oxytocin 20 units/500mL (Infusion),oxytocin infusion,Not Recorded,500.0 mL,22608,mL,500.0,,20.0 unit,unit,20.0,20.0 unit/500.0 ML,True,False,False
1323,Oxytocin 20 units/500mL (Infusion),oxytocin/LR,Not Recorded,500.0 mL,6933,mL,500.0,,20.0 unit,unit,20.0,20.0 unit/500.0 ML,True,False,False
1324,Oxytocin 30 units/NS 500 mL,oxytocin/NS,Not Recorded,500.0 mL,5110,mL,500.0,,30.0 unit,unit,30.0,none,True,False,False
1325,P.D. 1.5% 1000mL bag,p.d.soln 1.5%,Not Recorded,1000.0 mL,1,mL,1000.0,,none,,,none,True,False,False
1326,PACLItaxel 30 mg/5 mL inj,PACLItaxel,Not Recorded,5.0 mL,149,mL,5.0,,30.0 mg,mg,30.0,30.0 mg/5.0 ML,False,False,False
1327,PACLItaxel 300 mg/50 mL inj,PACLItaxel,Not Recorded,50.0 mL,384,mL,50.0,,300.0 mg,mg,300.0,300.0 mg/50.0 ML,False,False,False
1328,PACLItaxel 6 mg/mL inj,PACLItaxel,Not Recorded,none,3,,,,6.0 mg,mg,6.0,none,False,False,False
1329,PACLItaxel Protein-Bound 100mg inj,PACLItaxel protein-bound,Not Recorded,none,36,,,,100.0 mg,mg,100.0,none,False,False,False
1330,PCA IV Syringe,PCA IV Syringe,Not Recorded,none,65,,,,none,,,none,False,False,False
1331,PCA Reservoir & Syringe Volume Confirm,PCA Reservoir & Syringe Volume Confirm,Not Recorded,none,3,,,,none,,,none,False,False,False
1332,"PCN G Ben 300,000 unit(s)/1 mL inj",penicillin g benzathine,Not Recorded,1.0 mL,1,mL,1.0,,300000.0 unit,unit,300000.0,none,False,False,False
1333,PCN G Benzathine  1.2 mu/2 mL inj,penicillin g benzathine,Not Recorded,2.0 mL,2,mL,2.0,,none,,,none,False,False,False
1334,"PCN-G Procan 600,000 units/1 mL inj",penicillin g procaine,Not Recorded,1.0 mL,1,mL,1.0,,600000.0 unit,unit,600000.0,0.0 unit/1.0 ML,False,False,False
1335,PD Low Cal Ultra 1.5% 2 Liter,pd low cal 1.5% 2L,Not Recorded,2.0 L,2,L,2.0,,none,,,none,True,False,False
1336,PEMEtrexED 500 mg inj,PEMEtrexED,Not Recorded,none,8,,,,500.0 mg,mg,500.0,none,False,False,False
1337,PEMEtrexED 500 mg inj,pemetrexed,Not Recorded,none,7,,,,500.0 mg,mg,500.0,none,False,False,False
1338,PHENYLephrine 0.25% 30mL nsl spray,PHENYLephrine 0.25% nas spray,Not Recorded,30.0 mL,1,mL,30.0,,none,,,none,False,False,False
1339,PHENYLephrine 0.25% nsl spray 15 mL,PHENYLephrine nasal 0.25% spray,Not Recorded,15.0 mL,1,mL,15.0,,none,,,none,False,False,False
1340,PHENYLephrine 0.5% nasal spray 15mL,PHENYLephrine 0.5%,Not Recorded,15.0 mL,108,mL,15.0,,none,,,none,False,False,False
1341,PHENYLephrine 1% nasal spray 15 mL,PHENYLephrine 1%,Not Recorded,15.0 mL,1,mL,15.0,,none,,,none,False,False,False
1342,PHENYLephrine 10 mg/ 1 mL inj,PHENYLephrine,Not Recorded,1.0 mL,53849,mL,1.0,,10.0 mg,mg,10.0,10.0 mg/1.0 ML,False,False,False
1343,PHENYLephrine 1mg/10mL (1000mcg) inj,PHENYLephrine,Not Recorded,10.0 mL,298,mL,10.0,,1.0 mg,mg,1.0,1.0 mg/10.0 ML,False,False,False
1344,PHENYLephrine 1mg/10mL (1000mcg) ns syringe OR,PHENYLephrine,Not Recorded,10.0 mL,2182,mL,10.0,,1.0 mg,mg,1.0,1.0 mg/10.0 ML,False,False,False
1345,PHENYLephrine 50 mg/ 5 mL inj,PHENYLephrine,Not Recorded,5.0 mL,76,mL,5.0,,50.0 mg,mg,50.0,50.0 mg/5.0 ML,False,False,False
1346,PHENYLephrine 500mcg/mL 20mL syringe (I-cavernous),phenylephrine,Not Recorded,20.0 mL,4,mL,20.0,,500.0 mcg,mcg,500.0,none,False,False,False
1347,PRMX Alteplase 25 mg ADD for LVAD,alteplase,Milligram/Hour,none,1051,,,,25.0 mg,mg,25.0,none,True,False,False
1348,PRMX Argatroban 125mg/ 125 mL vial,argatroban,Not Recorded,125.0 mL,359,mL,125.0,,125.0 mg,mg,125.0,125.0 mg/125.0 ML,True,False,False
1349,PRMX Bivalirudin 250 mg inj,PRMX bivalirudin,Milligram/Kilogram/Hour,none,260,,,,250.0 mg,mg,250.0,none,False,False,False
1350,PRMX Bivalirudin 250 mg inj,bivalirudin,Not Recorded,none,469,,,,250.0 mg,mg,250.0,none,False,False,False
1351,PRMX DOBUTamine 1gm/D5W 250 mL (dbl),DOBUTamine-d5w,Microgram/Kilogram/Minute,250.0 mL,84232,mL,250.0,,1.0 gm,gm,1.0,none,True,False,False
1352,PRMX DOBUTamine 250mg/D5W 250 mL,DOBUTamine-d5w,Microgram/Kilogram/Minute,250.0 mL,3525,mL,250.0,,250.0 mg,mg,250.0,none,True,False,False
1353,PRMX DOBUTamine 500 mg Drip Std*,DOBUTamine/d5w,Microgram/Kilogram/Minute,none,655741,,,,500.0 mg,mg,500.0,none,True,False,False
1354,PRMX DOBUTamine 50mg/NS 50ml,DOBUTamine in ns,Not Recorded,50.0 mL,98,mL,50.0,,50.0 mg,mg,50.0,none,True,False,False
1355,PRMX DOPamine 400 mg Drip std*,DOPamine/d5w,Not Recorded,none,74693,,,,400.0 mg,mg,400.0,none,True,False,False
1356,PRMX DOPamine 800 mg/250 mL Drip DBL,DOPamine - d5w,Microgram/Kilogram/Minute,250.0 mL,2410,mL,250.0,,800.0 mg,mg,800.0,800.0 mg/250.0 ML,True,False,False
1357,PRMX EPInephrine 2mg/D5W drip std*,EPInephrine in d5w,Not Recorded,none,4539,,,,2.0 mg,mg,2.0,none,True,False,False
1358,PRMX EPInephrine 4mg/D5W drip std*,EPInephrine in d5w,Microgram/Kilogram/Minute,none,334797,,,,4.0 mg,mg,4.0,none,True,False,False
1359,PRMX EPInephrine 4mg/NS drip,EPInephrine in ns,Microgram/Kilogram/Minute,none,1277,,,,4.0 mg,mg,4.0,none,True,False,False
1360,PRMX Eptifibatide 200 mg/100 mL Drip,eptifibatide/water,Not Recorded,100.0 mL,207,mL,100.0,,200.0 mg,mg,200.0,200.0 mg/100.0 ML,True,False,False
1361,PRMX Esmolol 2.5gm/250 mL Drip std*,esmolol,Microgram/Kilogram/Minute,250.0 mL,51749,mL,250.0,,2.5 gm,gm,2.5,none,True,False,False
1362,"PRMX Fentanyl  2,500 mcg / 50 mL Premix Drip",fentanyl citrate,Not Recorded,50.0 mL,1982583,mL,50.0,,2500.0 mcg,mcg,2500.0,500.0 mcg/50.0 ML,True,False,False
1363,PRMX Fentanyl  5000 mcg / 100 mL Premix Drip Double,fentaNYL,Not Recorded,100.0 mL,43392,mL,100.0,,5000.0 mcg,mcg,5000.0,5000.0 mcg/100.0 ML,True,False,False
1364,"PRMX HePARIN 25,000 units/250 mL Premix std*",hePARIN premix,Not Recorded,250.0 mL,2733486,mL,250.0,,25000.0 unit,unit,25000.0,0.0 unit/250.0 ML,True,False,False
1365,PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone PF,Not Recorded,none,6939,,,,20.0 mg,mg,20.0,none,True,False,False
1366,PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone in ns,Not Recorded,none,43,,,,20.0 mg,mg,20.0,none,True,False,False
1367,PRMX Insulin Reg Hum.,insulin reg human premix,Not Recorded,none,569298,,,,none,,,none,True,False,False
1368,PRMX Insulin Reg Hum. 100 units/100ml,insulin reg human premix,U/Hr,100.0 mL,459732,mL,100.0,,100.0 unit,unit,100.0,100.0 unit/100.0 ML,True,False,False
1369,PRMX Insulin Reg Human 250units Drip std* (OR charging),insulin reg human in ns,Not Recorded,none,293,,,,250.0 unit,unit,250.0,none,True,False,False
1370,PRMX Lidocaine 2 gm/250 mL D5W Drip std*,lidocaine in d5w,Not Recorded,250.0 mL,44582,mL,250.0,,2.0 gm,gm,2.0,none,True,False,False
1371,PRMX Midazolam 100mg Drip Std*,midazolam in ns,Not Recorded,none,307036,,,,100.0 mg,mg,100.0,none,True,False,False
1372,PRMX Milrinone 20mg/100mL D5W drip,PRMX milrinone in d5w,Not Recorded,100.0 mL,11252,mL,100.0,,20.0 mg,mg,20.0,20.0 mg/100.0 ML,True,False,False
1373,PRMX Milrinone 40 mg Drip std*,milrinone/d5w,Not Recorded,none,1148623,,,,40.0 mg,mg,40.0,none,True,False,False
1374,PRMX NOREPInephrine 4 mg/250 mL NS Drip,NOREPInephrine NS premix drip,Not Recorded,250.0 mL,1328332,mL,250.0,,4.0 mg,mg,4.0,4.0 mg/250.0 ML,True,False,False
1375,PRMX NOREPInephrine 4mg/250ml D5W Drip,NOREPInephrine in d5w,Microgram/Kilogram/Minute,250.0 mL,67520,mL,250.0,,4.0 mg,mg,4.0,4.0 mg/250.0 ML,True,False,False
1376,PRMX NiCARdipine 40 mg/200mL NS  Drip std*,niCARdipine/NS,Milligram/Hour,200.0 mL,358969,mL,200.0,,40.0 mg,mg,40.0,40.0 mg/200.0 ML,True,False,False
1377,PRMX Nitroglycerin 50 mg Drip std*,nitroglycerin/d5w,Micrograms/Minute,none,115331,,,,50.0 mg,mg,50.0,none,True,False,False
1378,PRMX PHENYLephrine 25mg/D5W drip,PHENYLephrine in d5w,Microgram/Kilogram/Minute,none,155,,,,25.0 mg,mg,25.0,none,True,False,False
1379,PRMX PHENYLephrine 25mg/NS drip std*,PHENYLephrine in ns,Microgram/Kilogram/Minute,none,139011,,,,25.0 mg,mg,25.0,none,True,False,False
1380,PRMX Propofol 1000 mg/100 mL std*,propofol,Microgram/Kilogram/Minute,100.0 mL,885654,mL,100.0,,1000.0 mg,mg,1000.0,1000.0 mg/100.0 ML,True,False,False
1381,PRMX Propofol 500 mg/ 50 mL bottle,propofol,Not Recorded,50.0 mL,2077,mL,50.0,,500.0 mg,mg,500.0,500.0 mg/50.0 ML,True,False,False
1382,PRMX Tirofiban 12.5 mg/250 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,250.0 mL,31634,mL,250.0,,12.5 mg,mg,12.5,12.5 mg/250.0 ML,True,False,False
1383,PRMX Tirofiban 5 mg/100 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,100.0 mL,101,mL,100.0,,5.0 mg,mg,5.0,5.0 mg/100.0 ML,True,False,False
1384,PRMX Vasopressin 40 unit/100mL NS Drip (DBL Volume),vasopressin double volume drip,Unit/Minute,100.0 mL,5,mL,100.0,,40.0 unit,unit,40.0,40.0 unit/100.0 ML,True,False,False
1385,PRMX clevidipine 25 mg/50 mL Drip std*,PRMX clevidipine drip,Milligram/Hour,50.0 mL,3829,mL,50.0,,25.0 mg,mg,25.0,25.0 mg/50.0 ML,True,False,False
1386,PRMX dexmedetomidine 400mcg/100ml NS Drip,dexmedetomidine NS premix drip,Microgram/Kilogram/Hour,100.0 mL,1246108,mL,100.0,,400.0 mcg,mcg,400.0,400.0 mcg/100.0 ML,True,False,False
1387,PRMX diltiazem 100 mg drip,diltiazem,Microgram/Kilogram/Minute,none,34652,,,,100.0 mg,mg,100.0,none,True,False,False
1388,PRMX diltiazem 125 mg drip,diltiazem,Milligram/Hour,none,15638,,,,125.0 mg,mg,125.0,none,True,False,False
1389,PRMX fentaNYL 2500 mcg/250 mL NS,PRMX fentaNYL,Microgram/Kilogram/Hour,250.0 mL,25708,mL,250.0,,2500.0 mcg,mcg,2500.0,2500.0 mcg/250.0 ML,True,False,False
1390,PRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Milligram/Kilogram/Hour,none,76254,,,,400.0 mg,mg,400.0,none,True,False,False
1391,PRMX morphine 100 mg/100 mL NS Drip,morphine,Not Recorded,100.0 mL,7281,mL,100.0,,100.0 mg,mg,100.0,100.0 mg/100.0 ML,True,False,False
1392,PRMX sodium bicarbonate 150 mEq D5W 1000 mL,sodium bicarbonate/d5w,Not Recorded,1000.0 mL,3522,mL,1000.0,,150.0 mEq,mEq,150.0,none,True,False,False
1393,Palifermin 6.25mg (6250 mcg) inj,palifermin,Not Recorded,none,734,,,,6.25 mg,mg,6.25,none,False,False,False
